System ID,,"4483J11304"
Method name only,,"Tension_Round_NEW"
Test type,,"Tension"
Sample file name,,"C01A2024"
Last test date,,"Monday, February 7, 2022"
Last test time,,"11:23:35 AM"
Course,,"CEE300"
Lab Section Number,,"AB1"
Group,,"A"
Material,,"2024"
Heat Treatment,,""
Other Information,,""
Crosshead Speed,(mm/min),"4.00"
Geometry,,"Circular"
Gage Diameter,(mm),"7.35"
Grip Diameter,(mm),"12.85"
Rockwell Hardness,,"72.0"
Rockwell Scale,,"HRB"
Extensometer Gage Length,(mm),"25.40"
Final Gage Diameter,(mm),"4.91"
Fracture Notes and Location,,"Ductile, appears to be shear failure since the fracture happened at 45 degrees"
Notes During Test,,""

Results Table 1
,,"1"
Maximum Force,(kN),"20.11"
Maximum Strain,(%),"26.41"

Time,Displacement,Force,Strain 1
"25.00","1.66","10.67","0.003714"
"25.50","1.70","10.88","0.004193"
"26.00","1.73","11.07","0.004192"
"26.50","1.76","11.27","0.004400"
"27.00","1.80","11.45","0.004588"
"27.50","1.83","11.63","0.004836"
"28.00","1.86","11.80","0.005210"
"28.50","1.90","11.95","0.005477"
"29.00","1.93","12.10","0.005789"
"29.50","1.96","12.24","0.006172"
"30.00","2.00","12.37","0.006582"
"30.50","2.03","12.50","0.007006"
"31.00","2.06","12.61","0.007479"
"31.50","2.10","12.73","0.007889"
"32.00","2.13","12.83","0.008274"
"32.50","2.16","12.94","0.008841"
"33.00","2.20","13.04","0.009367"
"33.50","2.23","13.13","0.009821"
"34.00","2.26","13.23","0.01043"
"34.50","2.30","13.31","0.01085"
"35.00","2.33","13.40","0.01140"
"35.50","2.36","13.48","0.01193"
"36.00","2.40","13.56","0.01244"
"36.50","2.43","13.65","0.01308"
"37.00","2.46","13.73","0.01355"
"37.50","2.50","13.80","0.01406"
"38.00","2.53","13.88","0.01468"
"38.50","2.56","13.95","0.01528"
"39.00","2.60","14.03","0.01591"
"39.50","2.63","14.10","0.01643"
"40.00","2.66","14.18","0.01698"
"40.50","2.70","14.25","0.01751"
"41.00","2.73","14.32","0.01812"
"41.50","2.76","14.39","0.01869"
"42.00","2.80","14.45","0.01924"
"42.50","2.83","14.52","0.01983"
"43.00","2.86","14.59","0.02044"
"43.50","2.90","14.66","0.02105"
"44.00","2.93","14.72","0.02164"
"44.50","2.96","14.78","0.02216"
"45.00","3.00","14.85","0.02278"
"45.50","3.03","14.91","0.02336"
"46.00","3.06","14.98","0.02388"
"46.50","3.10","15.03","0.02458"
"47.00","3.13","15.10","0.02515"
"47.50","3.16","15.16","0.02576"
"48.00","3.20","15.22","0.02632"
"48.50","3.23","15.28","0.02689"
"49.00","3.26","15.33","0.02757"
"49.50","3.30","15.39","0.02814"
"50.00","3.33","15.45","0.02872"
"50.50","3.36","15.51","0.02932"
"51.00","3.40","15.57","0.02990"
"51.50","3.43","15.62","0.03057"
"52.00","3.46","15.68","0.03104"
"52.50","3.50","15.73","0.03166"
"53.00","3.53","15.79","0.03225"
"53.50","3.56","15.84","0.03294"
"54.00","3.60","15.89","0.03358"
"54.50","3.63","15.95","0.03413"
"55.00","3.66","16.00","0.03476"
"55.50","3.70","16.05","0.03532"
"56.00","3.73","16.10","0.03596"
"56.50","3.76","16.15","0.03660"
"57.00","3.80","16.21","0.03724"
"57.50","3.83","16.25","0.03776"
"58.00","3.86","16.30","0.03848"
"58.50","3.90","16.35","0.03904"
"59.00","3.93","16.40","0.03970"
"59.50","3.96","16.45","0.04029"
"60.00","4.00","16.49","0.04100"
"60.50","4.03","16.54","0.04159"
"61.00","4.06","16.59","0.04216"
"61.50","4.10","16.63","0.04284"
"62.00","4.13","16.68","0.04341"
"62.50","4.16","16.72","0.04406"
"63.00","4.20","16.77","0.04466"
"63.50","4.23","16.81","0.04531"
"64.00","4.26","16.86","0.04605"
"64.50","4.30","16.89","0.04664"
"65.00","4.33","16.94","0.04727"
"65.50","4.36","16.99","0.04791"
"66.00","4.40","17.02","0.04849"
"66.50","4.43","17.07","0.04918"
"67.00","4.46","17.10","0.04986"
"67.50","4.50","17.14","0.05049"
"68.00","4.53","17.19","0.05111"
"68.50","4.56","17.22","0.05174"
"69.00","4.60","17.26","0.05246"
"69.50","4.63","17.30","0.05318"
"70.00","4.66","17.34","0.05376"
"70.50","4.70","17.38","0.05440"
"71.00","4.73","17.41","0.05501"
"71.50","4.76","17.45","0.05565"
"72.00","4.80","17.49","0.05630"
"72.50","4.83","17.52","0.05696"
"73.00","4.86","17.56","0.05772"
"73.50","4.90","17.60","0.05832"
"74.00","4.93","17.63","0.05898"
"74.50","4.96","17.66","0.05959"
"75.00","5.00","17.70","0.06027"
"75.50","5.03","17.73","0.06098"
"76.00","5.06","17.76","0.06167"
"76.50","5.10","17.80","0.06234"
"77.00","5.13","17.83","0.06298"
"77.50","5.16","17.87","0.06364"
"78.00","5.20","17.90","0.06431"
"78.50","5.23","17.92","0.06499"
"79.00","5.26","17.96","0.06564"
"79.50","5.30","17.99","0.06632"
"80.00","5.33","18.02","0.06700"
"80.50","5.36","18.05","0.06764"
"81.00","5.40","18.08","0.06844"
"81.50","5.43","18.11","0.06909"
"82.00","5.46","18.14","0.06977"
"82.50","5.50","18.17","0.07044"
"83.00","5.53","18.20","0.07112"
"83.50","5.56","18.23","0.07179"
"84.00","5.60","18.25","0.07249"
"84.50","5.63","18.28","0.07315"
"85.00","5.66","18.31","0.07385"
"85.50","5.70","18.34","0.07461"
"86.00","5.73","18.37","0.07533"
"86.50","5.76","18.39","0.07599"
"87.00","5.80","18.42","0.07668"
"87.50","5.83","18.44","0.07736"
"88.00","5.86","18.47","0.07807"
"88.50","5.90","18.49","0.07877"
"89.00","5.93","18.52","0.07946"
"89.50","5.96","18.54","0.08016"
"90.00","6.00","18.57","0.08088"
"90.50","6.03","18.59","0.08156"
"91.00","6.06","18.62","0.08225"
"91.50","6.10","18.64","0.08295"
"92.00","6.13","18.67","0.08365"
"92.50","6.16","18.69","0.08436"
"93.00","6.20","18.71","0.08516"
"93.50","6.23","18.73","0.08584"
"94.00","6.26","18.76","0.08653"
"94.50","6.30","18.78","0.08724"
"95.00","6.33","18.80","0.08796"
"95.50","6.36","18.82","0.08866"
"96.00","6.40","18.84","0.08936"
"96.50","6.43","18.86","0.09011"
"97.00","6.46","18.88","0.09081"
"97.50","6.50","18.90","0.09151"
"98.00","6.53","18.93","0.09222"
"98.50","6.56","18.94","0.09293"
"99.00","6.60","18.96","0.09366"
"99.50","6.63","18.98","0.09436"
"100.00","6.66","19.01","0.09508"
"100.50","6.70","19.03","0.09581"
"101.00","6.73","19.04","0.09663"
"101.50","6.76","19.06","0.09735"
"102.00","6.80","19.08","0.09806"
"102.50","6.83","19.10","0.09880"
"103.00","6.86","19.12","0.09952"
"103.50","6.90","19.13","0.1002"
"104.00","6.93","19.15","0.1010"
"104.50","6.96","19.17","0.1017"
"105.00","7.00","19.19","0.1024"
"105.50","7.03","19.20","0.1032"
"106.00","7.06","19.22","0.1039"
"106.50","7.10","19.24","0.1046"
"107.00","7.13","19.25","0.1054"
"107.50","7.16","19.27","0.1061"
"108.00","7.20","19.29","0.1069"
"108.50","7.23","19.30","0.1076"
"109.00","7.26","19.32","0.1084"
"109.50","7.30","19.34","0.1091"
"110.00","7.33","19.35","0.1099"
"110.50","7.36","19.36","0.1106"
"111.00","7.40","19.38","0.1114"
"111.50","7.43","19.39","0.1121"
"112.00","7.46","19.41","0.1129"
"112.50","7.50","19.43","0.1136"
"113.00","7.53","19.44","0.1144"
"113.50","7.56","19.45","0.1151"
"114.00","7.60","19.47","0.1159"
"114.50","7.63","19.48","0.1166"
"115.00","7.66","19.49","0.1174"
"115.50","7.70","19.50","0.1182"
"116.00","7.73","19.52","0.1189"
"116.50","7.76","19.54","0.1197"
"117.00","7.80","19.54","0.1205"
"117.50","7.83","19.56","0.1213"
"118.00","7.86","19.57","0.1220"
"118.50","7.90","19.58","0.1227"
"119.00","7.93","19.60","0.1235"
"119.50","7.96","19.61","0.1242"
"120.00","8.00","19.62","0.1250"
"120.50","8.03","19.63","0.1258"
"121.00","8.06","19.64","0.1265"
"121.50","8.10","19.65","0.1273"
"122.00","8.13","19.66","0.1281"
"122.50","8.16","19.67","0.1289"
"123.00","8.20","19.68","0.1297"
"123.50","8.23","19.70","0.1305"
"124.00","8.26","19.70","0.1312"
"124.50","8.30","19.72","0.1320"
"125.00","8.33","19.73","0.1328"
"125.50","8.36","19.74","0.1336"
"126.00","8.40","19.75","0.1344"
"126.50","8.43","19.76","0.1351"
"127.00","8.46","19.76","0.1360"
"127.50","8.50","19.78","0.1368"
"128.00","8.53","19.79","0.1376"
"128.50","8.56","19.80","0.1384"
"129.00","8.60","19.80","0.1392"
"129.50","8.63","19.81","0.1401"
"130.00","8.66","19.82","0.1408"
"130.50","8.70","19.83","0.1415"
"131.00","8.73","19.84","0.1424"
"131.50","8.76","19.84","0.1431"
"132.00","8.80","19.86","0.1440"
"132.50","8.83","19.86","0.1447"
"133.00","8.86","19.87","0.1457"
"133.50","8.90","19.88","0.1465"
"134.00","8.93","19.88","0.1473"
"134.50","8.96","19.90","0.1481"
"135.00","9.00","19.90","0.1489"
"135.50","9.03","19.91","0.1497"
"136.00","9.06","19.91","0.1505"
"136.50","9.10","19.92","0.1514"
"137.00","9.13","19.93","0.1521"
"137.50","9.16","19.93","0.1530"
"138.00","9.20","19.94","0.1538"
"138.50","9.23","19.95","0.1546"
"139.00","9.26","19.96","0.1554"
"139.50","9.30","19.96","0.1563"
"140.00","9.33","19.97","0.1571"
"140.50","9.36","19.97","0.1579"
"141.00","9.40","19.98","0.1586"
"141.50","9.43","19.99","0.1595"
"142.00","9.46","19.99","0.1604"
"142.50","9.50","20.00","0.1612"
"143.00","9.53","20.00","0.1620"
"143.50","9.56","20.01","0.1630"
"144.00","9.60","20.01","0.1638"
"144.50","9.63","20.02","0.1646"
"145.00","9.66","20.03","0.1654"
"145.50","9.70","20.03","0.1663"
"146.00","9.73","20.03","0.1671"
"146.50","9.76","20.04","0.1680"
"147.00","9.80","20.04","0.1689"
"147.50","9.83","20.04","0.1698"
"148.00","9.86","20.05","0.1706"
"148.50","9.90","20.05","0.1715"
"149.00","9.93","20.06","0.1724"
"149.50","9.96","20.06","0.1732"
"150.00","10.00","20.06","0.1741"
"150.50","10.03","20.07","0.1750"
"151.00","10.06","20.07","0.1758"
"151.50","10.10","20.08","0.1766"
"152.00","10.13","20.08","0.1776"
"152.50","10.16","20.08","0.1785"
"153.00","10.20","20.08","0.1794"
"153.50","10.23","20.09","0.1803"
"154.00","10.26","20.09","0.1812"
"154.50","10.30","20.09","0.1821"
"155.00","10.33","20.10","0.1829"
"155.50","10.36","20.10","0.1840"
"156.00","10.40","20.10","0.1849"
"156.50","10.43","20.10","0.1857"
"157.00","10.46","20.10","0.1867"
"157.50","10.50","20.11","0.1877"
"158.00","10.53","20.10","0.1887"
"158.50","10.56","20.10","0.1895"
"159.00","10.60","20.11","0.1906"
"159.50","10.63","20.11","0.1914"
"160.00","10.66","20.11","0.1924"
"160.50","10.70","20.11","0.1935"
"161.00","10.73","20.11","0.1945"
"161.50","10.76","20.11","0.1955"
"162.00","10.80","20.11","0.1964"
"162.50","10.83","20.11","0.1974"
"163.00","10.86","20.11","0.1985"
"163.50","10.90","20.11","0.1995"
"164.00","10.93","20.11","0.2006"
"164.50","10.96","20.10","0.2017"
"165.00","11.00","20.10","0.2028"
"165.50","11.03","20.09","0.2039"
"166.00","11.06","20.10","0.2049"
"166.50","11.10","20.09","0.2059"
"167.00","11.13","20.08","0.2071"
"167.50","11.16","20.08","0.2082"
"168.00","11.20","20.07","0.2093"
"168.50","11.23","20.06","0.2106"
"169.00","11.26","20.05","0.2118"
"169.50","11.30","20.04","0.2129"
"170.00","11.33","20.04","0.2141"
"170.50","11.36","20.03","0.2153"
"171.00","11.40","20.02","0.2164"
"171.50","11.43","20.01","0.2175"
"172.00","11.46","20.00","0.2189"
"172.50","11.50","19.98","0.2200"
"173.00","11.53","19.97","0.2213"
"173.50","11.56","19.95","0.2227"
"174.00","11.60","19.93","0.2239"
"174.50","11.63","19.91","0.2252"
"175.00","11.66","19.89","0.2264"
"175.50","11.70","19.87","0.2277"
"176.00","11.73","19.84","0.2290"
"176.50","11.76","19.81","0.2303"
"177.00","11.80","19.79","0.2314"
"177.50","11.83","19.75","0.2330"
"178.00","11.86","19.71","0.2341"
"178.50","11.90","19.68","0.2355"
"179.00","11.93","19.64","0.2367"
"179.50","11.96","19.60","0.2381"
"180.00","12.00","19.55","0.2394"
"180.50","12.03","19.50","0.2409"
"181.00","12.06","19.45","0.2420"
"181.50","12.10","19.39","0.2434"
"182.00","12.13","19.34","0.2449"
"182.50","12.16","19.27","0.2462"
"183.00","12.20","19.19","0.2476"
"183.16","12.21","8.985","0.2641"

