System ID,,"4483J11304"
Method name only,,"Tension_Round_NEW"
Test type,,"Tension"
Sample file name,,"C02A2024"
Last test date,,"Monday, February 7, 2022"
Last test time,,"3:22:40 PM"
Course,,"CEE300"
Lab Section Number,,"AB02"
Group,,"A"
Material,,"2024 Aluminum"
Heat Treatment,,""
Other Information,,""
Crosshead Speed,(mm/min),"4.00"
Geometry,,"Circular"
Gage Diameter,(mm),"7.26"
Grip Diameter,(mm),"12.85"
Rockwell Hardness,,"73.2"
Rockwell Scale,,"HRB"
Extensometer Gage Length,(mm),"25.40"
Final Gage Diameter,(mm),"6.02"
Fracture Notes and Location,,"45 degree fracture with grainy surface - orange peel effect (wrinkles)"
Notes During Test,,""

Results Table 1
,,"1"
Maximum Force,(kN),"19.72"
Maximum Strain,(%),"21.76"

Time,Displacement,Force,Strain 1
"36.50","2.43","9.839","0.003606"
"37.00","2.46","10.07","0.003775"
"37.50","2.50","10.30","0.003841"
"38.00","2.53","10.53","0.003884"
"38.50","2.56","10.77","0.003907"
"39.00","2.60","11.01","0.004098"
"39.50","2.63","11.25","0.004117"
"40.00","2.66","11.48","0.004234"
"40.50","2.70","11.73","0.004257"
"41.00","2.73","11.97","0.004436"
"41.50","2.76","12.21","0.004499"
"42.00","2.80","12.45","0.004596"
"42.50","2.83","12.69","0.004702"
"43.00","2.86","12.94","0.004719"
"43.50","2.90","13.19","0.004810"
"44.00","2.93","13.43","0.004918"
"44.50","2.96","13.68","0.005083"
"45.00","3.00","13.91","0.005172"
"45.50","3.03","14.12","0.005305"
"46.00","3.06","14.29","0.005562"
"46.50","3.10","14.42","0.005978"
"47.00","3.13","14.53","0.006570"
"47.50","3.16","14.61","0.007063"
"48.00","3.20","14.68","0.007618"
"48.50","3.23","14.75","0.008282"
"49.00","3.26","14.80","0.009011"
"49.50","3.30","14.86","0.009670"
"50.00","3.33","14.91","0.01032"
"50.50","3.36","14.97","0.01100"
"51.00","3.40","15.02","0.01175"
"51.50","3.43","15.08","0.01243"
"52.00","3.46","15.13","0.01312"
"52.50","3.50","15.19","0.01373"
"53.00","3.53","15.25","0.01443"
"53.50","3.56","15.30","0.01496"
"54.00","3.60","15.35","0.01573"
"54.50","3.63","15.41","0.01641"
"55.00","3.66","15.46","0.01703"
"55.50","3.70","15.51","0.01772"
"56.00","3.73","15.57","0.01835"
"56.50","3.76","15.62","0.01896"
"57.00","3.80","15.67","0.01965"
"57.50","3.83","15.72","0.02032"
"58.00","3.86","15.77","0.02094"
"58.50","3.90","15.83","0.02164"
"59.00","3.93","15.89","0.02224"
"59.50","3.96","15.93","0.02287"
"60.00","4.00","15.98","0.02353"
"60.50","4.03","16.03","0.02413"
"61.00","4.06","16.08","0.02477"
"61.50","4.10","16.13","0.02552"
"62.00","4.13","16.18","0.02614"
"62.50","4.16","16.23","0.02679"
"63.00","4.20","16.27","0.02740"
"63.50","4.23","16.32","0.02800"
"64.00","4.26","16.37","0.02863"
"64.50","4.30","16.41","0.02946"
"65.00","4.33","16.46","0.03010"
"65.50","4.36","16.50","0.03071"
"66.00","4.40","16.55","0.03131"
"66.50","4.43","16.59","0.03196"
"67.00","4.46","16.63","0.03274"
"67.50","4.50","16.68","0.03336"
"68.00","4.53","16.72","0.03398"
"68.50","4.56","16.77","0.03462"
"69.00","4.60","16.81","0.03520"
"69.50","4.63","16.85","0.03591"
"70.00","4.66","16.89","0.03666"
"70.50","4.70","16.93","0.03733"
"71.00","4.73","16.97","0.03800"
"71.50","4.76","17.01","0.03863"
"72.00","4.80","17.05","0.03931"
"72.50","4.83","17.09","0.04000"
"73.00","4.86","17.12","0.04073"
"73.50","4.90","17.16","0.04140"
"74.00","4.93","17.20","0.04202"
"74.50","4.96","17.23","0.04266"
"75.00","5.00","17.27","0.04342"
"75.50","5.03","17.31","0.04405"
"76.00","5.06","17.34","0.04480"
"76.50","5.10","17.37","0.04545"
"77.00","5.13","17.41","0.04608"
"77.50","5.16","17.45","0.04679"
"78.00","5.20","17.48","0.04749"
"78.50","5.23","17.51","0.04820"
"79.00","5.26","17.55","0.04891"
"79.50","5.30","17.58","0.04957"
"80.00","5.33","17.61","0.05022"
"80.50","5.36","17.65","0.05093"
"81.00","5.40","17.67","0.05171"
"81.50","5.43","17.71","0.05235"
"82.00","5.46","17.74","0.05303"
"82.50","5.50","17.77","0.05376"
"83.00","5.53","17.80","0.05443"
"83.50","5.56","17.83","0.05515"
"84.00","5.60","17.86","0.05578"
"84.50","5.63","17.89","0.05658"
"85.00","5.66","17.91","0.05729"
"85.50","5.70","17.94","0.05795"
"86.00","5.73","17.97","0.05867"
"86.50","5.76","18.00","0.05936"
"87.00","5.80","18.03","0.06000"
"87.50","5.83","18.05","0.06077"
"88.00","5.86","18.08","0.06153"
"88.50","5.90","18.10","0.06225"
"89.00","5.93","18.13","0.06298"
"89.50","5.96","18.16","0.06367"
"90.00","6.00","18.18","0.06433"
"90.50","6.03","18.21","0.06501"
"91.00","6.06","18.23","0.06579"
"91.50","6.10","18.26","0.06660"
"92.00","6.13","18.28","0.06733"
"92.50","6.16","18.30","0.06800"
"93.00","6.20","18.33","0.06868"
"93.50","6.23","18.35","0.06942"
"94.00","6.26","18.37","0.07015"
"94.50","6.30","18.39","0.07088"
"95.00","6.33","18.42","0.07161"
"95.50","6.36","18.44","0.07234"
"96.00","6.40","18.46","0.07304"
"96.50","6.43","18.48","0.07386"
"97.00","6.46","18.50","0.07459"
"97.50","6.50","18.53","0.07534"
"98.00","6.53","18.55","0.07605"
"98.50","6.56","18.56","0.07681"
"99.00","6.60","18.58","0.07753"
"99.50","6.63","18.60","0.07828"
"100.00","6.66","18.63","0.07902"
"100.50","6.70","18.64","0.07976"
"101.00","6.73","18.66","0.08049"
"101.50","6.76","18.69","0.08124"
"102.00","6.80","18.70","0.08196"
"102.50","6.83","18.72","0.08280"
"103.00","6.86","18.74","0.08356"
"103.50","6.90","18.76","0.08430"
"104.00","6.93","18.77","0.08504"
"104.50","6.96","18.79","0.08580"
"105.00","7.00","18.81","0.08654"
"105.50","7.03","18.83","0.08731"
"106.00","7.06","18.85","0.08805"
"106.50","7.10","18.86","0.08878"
"107.00","7.13","18.88","0.08954"
"107.50","7.16","18.89","0.09029"
"108.00","7.20","18.91","0.09112"
"108.50","7.23","18.93","0.09189"
"109.00","7.26","18.94","0.09265"
"109.50","7.30","18.96","0.09342"
"110.00","7.33","18.98","0.09420"
"110.50","7.36","18.99","0.09495"
"111.00","7.40","19.00","0.09570"
"111.50","7.43","19.02","0.09646"
"112.00","7.46","19.03","0.09722"
"112.50","7.50","19.05","0.09800"
"113.00","7.53","19.06","0.09878"
"113.50","7.56","19.08","0.09955"
"114.00","7.60","19.09","0.1003"
"114.50","7.63","19.10","0.1011"
"115.00","7.66","19.11","0.1019"
"115.50","7.70","19.12","0.1026"
"116.00","7.73","19.14","0.1034"
"116.50","7.76","19.15","0.1042"
"117.00","7.80","19.16","0.1050"
"117.50","7.83","19.17","0.1058"
"118.00","7.86","19.19","0.1066"
"118.50","7.90","19.20","0.1074"
"119.00","7.93","19.21","0.1082"
"119.50","7.96","19.22","0.1090"
"120.00","8.00","19.24","0.1098"
"120.50","8.03","19.25","0.1107"
"121.00","8.06","19.25","0.1115"
"121.50","8.10","19.27","0.1123"
"122.00","8.13","19.28","0.1131"
"122.50","8.16","19.29","0.1140"
"123.00","8.20","19.30","0.1148"
"123.50","8.23","19.31","0.1156"
"124.00","8.26","19.32","0.1164"
"124.50","8.30","19.34","0.1172"
"125.00","8.33","19.34","0.1180"
"125.50","8.36","19.35","0.1188"
"126.00","8.40","19.36","0.1197"
"126.50","8.43","19.37","0.1204"
"127.00","8.46","19.38","0.1213"
"127.50","8.50","19.39","0.1221"
"128.00","8.53","19.40","0.1229"
"128.50","8.56","19.41","0.1237"
"129.00","8.60","19.41","0.1245"
"129.50","8.63","19.42","0.1253"
"130.00","8.66","19.43","0.1261"
"130.50","8.70","19.44","0.1269"
"131.00","8.73","19.44","0.1278"
"131.50","8.76","19.45","0.1286"
"132.00","8.80","19.45","0.1294"
"132.50","8.83","19.46","0.1303"
"133.00","8.86","19.47","0.1311"
"133.50","8.90","19.47","0.1319"
"134.00","8.93","19.48","0.1327"
"134.50","8.96","19.49","0.1335"
"135.00","9.00","19.50","0.1344"
"135.50","9.03","19.51","0.1353"
"136.00","9.06","19.52","0.1361"
"136.50","9.10","19.53","0.1369"
"137.00","9.13","19.53","0.1377"
"137.50","9.16","19.54","0.1386"
"138.00","9.20","19.55","0.1394"
"138.50","9.23","19.56","0.1402"
"139.00","9.26","19.57","0.1410"
"139.50","9.30","19.57","0.1417"
"140.00","9.33","19.58","0.1425"
"140.50","9.36","19.58","0.1433"
"141.00","9.40","19.59","0.1440"
"141.50","9.43","19.60","0.1448"
"142.00","9.46","19.60","0.1456"
"142.50","9.50","19.61","0.1464"
"143.00","9.53","19.61","0.1472"
"143.50","9.56","19.61","0.1480"
"144.00","9.60","19.62","0.1488"
"144.50","9.63","19.61","0.1497"
"145.00","9.66","19.61","0.1506"
"145.50","9.70","19.61","0.1515"
"146.00","9.73","19.60","0.1525"
"146.50","9.76","19.60","0.1535"
"147.00","9.80","19.60","0.1546"
"147.50","9.83","19.60","0.1556"
"148.00","9.86","19.59","0.1567"
"148.50","9.90","19.59","0.1578"
"149.00","9.93","19.59","0.1589"
"149.50","9.96","19.59","0.1601"
"150.00","10.00","19.59","0.1612"
"150.50","10.03","19.59","0.1623"
"151.00","10.06","19.59","0.1634"
"151.50","10.10","19.59","0.1645"
"152.00","10.13","19.60","0.1656"
"152.50","10.16","19.60","0.1666"
"153.00","10.20","19.60","0.1676"
"153.50","10.23","19.61","0.1686"
"154.00","10.26","19.61","0.1695"
"154.50","10.30","19.62","0.1704"
"155.00","10.33","19.62","0.1711"
"155.50","10.36","19.63","0.1719"
"156.00","10.40","19.64","0.1726"
"156.50","10.43","19.64","0.1733"
"157.00","10.46","19.65","0.1739"
"157.50","10.50","19.65","0.1744"
"158.00","10.53","19.65","0.1749"
"158.50","10.56","19.67","0.1753"
"159.00","10.60","19.67","0.1758"
"159.50","10.63","19.68","0.1762"
"160.00","10.66","19.69","0.1767"
"160.50","10.70","19.70","0.1771"
"161.00","10.73","19.72","0.1777"
"161.50","10.76","19.71","0.1782"
"162.00","10.80","19.71","0.1786"
"162.50","10.83","19.70","0.1792"
"163.00","10.86","19.69","0.1799"
"163.50","10.90","19.68","0.1805"
"164.00","10.93","19.67","0.1814"
"164.50","10.96","19.66","0.1823"
"165.00","11.00","19.65","0.1832"
"165.50","11.03","19.64","0.1842"
"166.00","11.06","19.63","0.1852"
"166.50","11.10","19.62","0.1862"
"167.00","11.13","19.61","0.1872"
"167.50","11.16","19.60","0.1883"
"168.00","11.20","19.59","0.1894"
"168.50","11.23","19.58","0.1906"
"169.00","11.26","19.56","0.1917"
"169.50","11.30","19.55","0.1929"
"170.00","11.33","19.53","0.1940"
"170.50","11.36","19.51","0.1950"
"171.00","11.40","19.49","0.1962"
"171.50","11.43","19.47","0.1974"
"172.00","11.46","19.44","0.1985"
"172.50","11.50","19.42","0.1997"
"173.00","11.53","19.39","0.2009"
"173.50","11.56","19.36","0.2020"
"174.00","11.60","19.32","0.2031"
"174.50","11.63","19.29","0.2043"
"175.00","11.66","19.25","0.2054"
"175.50","11.70","19.22","0.2066"
"176.00","11.73","19.17","0.2077"
"176.50","11.76","19.13","0.2089"
"177.00","11.80","19.08","0.2102"
"177.50","11.83","19.03","0.2114"
"178.00","11.86","18.97","0.2126"
"178.50","11.90","18.91","0.2138"
"179.00","11.93","18.85","0.2150"
"179.50","11.96","18.78","0.2162"
"180.00","12.00","18.69","0.2176"
"180.47","12.03","8.186","0.2163"

