System ID,,"4483J11304"
Method name only,,"Tension_Round_NEW"
Test type,,"Tension"
Sample file name,,"C03A2024"
Last test date,,"Wednesday, February 9, 2022"
Last test time,,"11:32:33 AM"
Course,,"C"
Lab Section Number,,"03"
Group,,"A"
Material,,"2024"
Heat Treatment,,""
Other Information,,""
Crosshead Speed,(mm/min),"4.00"
Geometry,,"Circular"
Gage Diameter,(mm),"7.22"
Grip Diameter,(mm),"12.81"
Rockwell Hardness,,"73.9"
Rockwell Scale,,"HRB"
Extensometer Gage Length,(mm),"25.40"
Final Gage Diameter,(mm),"0.00"
Fracture Notes and Location,,"USE GROUP B DATA."
Notes During Test,,""

Results Table 1
,,"1"
Maximum Force,(kN),"19.10"
Maximum Strain,(%),"19.20"

Time,Displacement,Force,Strain 1
"25.00","1.66","6.875","0.002375"
"25.50","1.70","7.091","0.002389"
"26.00","1.73","7.306","0.002598"
"26.50","1.76","7.522","0.002560"
"27.00","1.80","7.741","0.002664"
"27.50","1.83","7.964","0.002674"
"28.00","1.86","8.180","0.002843"
"28.50","1.90","8.405","0.002853"
"29.00","1.93","8.629","0.002961"
"29.50","1.96","8.854","0.003064"
"30.00","2.00","9.097","0.003052"
"30.50","2.03","9.264","0.003216"
"31.00","2.06","9.527","0.003276"
"31.50","2.10","9.744","0.003491"
"32.00","2.13","9.982","0.003349"
"32.50","2.16","10.22","0.003562"
"33.00","2.20","10.45","0.003639"
"33.50","2.23","10.69","0.003662"
"34.00","2.26","10.92","0.003821"
"34.50","2.30","11.16","0.003832"
"35.00","2.33","11.40","0.003931"
"35.50","2.36","11.64","0.003948"
"36.00","2.40","11.88","0.004060"
"36.50","2.43","12.12","0.004254"
"37.00","2.46","12.36","0.004233"
"37.50","2.50","12.61","0.004380"
"38.00","2.53","12.85","0.004378"
"38.50","2.56","13.09","0.004531"
"39.00","2.60","13.34","0.004662"
"39.50","2.63","13.58","0.004677"
"40.00","2.66","13.82","0.004811"
"40.50","2.70","14.06","0.004890"
"41.00","2.73","14.26","0.005104"
"41.50","2.76","14.39","0.005395"
"42.00","2.80","14.46","0.006031"
"42.50","2.83","14.51","0.006638"
"43.00","2.86","14.56","0.007227"
"43.50","2.90","14.60","0.008039"
"44.00","2.93","14.65","0.008743"
"44.50","2.96","14.69","0.009347"
"45.00","3.00","14.74","0.01011"
"45.50","3.03","14.79","0.01083"
"46.00","3.06","14.83","0.01153"
"46.50","3.10","14.88","0.01223"
"47.00","3.13","14.92","0.01298"
"47.50","3.16","14.97","0.01362"
"48.00","3.20","15.02","0.01426"
"48.50","3.23","15.07","0.01493"
"49.00","3.26","15.11","0.01557"
"49.50","3.30","15.16","0.01625"
"50.00","3.33","15.21","0.01696"
"50.50","3.36","15.25","0.01767"
"51.00","3.40","15.29","0.01841"
"51.50","3.43","15.34","0.01902"
"52.00","3.46","15.39","0.01969"
"52.50","3.50","15.43","0.02029"
"53.00","3.53","15.48","0.02096"
"53.50","3.56","15.52","0.02167"
"54.00","3.60","15.57","0.02223"
"54.50","3.63","15.62","0.02291"
"55.00","3.66","15.66","0.02350"
"55.50","3.70","15.70","0.02420"
"56.00","3.73","15.74","0.02484"
"56.50","3.76","15.79","0.02558"
"57.00","3.80","15.83","0.02634"
"57.50","3.83","15.87","0.02690"
"58.00","3.86","15.92","0.02770"
"58.50","3.90","15.95","0.02823"
"59.00","3.93","16.00","0.02895"
"59.50","3.96","16.03","0.02961"
"60.00","4.00","16.07","0.03020"
"60.50","4.03","16.12","0.03088"
"61.00","4.06","16.15","0.03148"
"61.50","4.10","16.20","0.03210"
"62.00","4.13","16.24","0.03280"
"62.50","4.16","16.27","0.03340"
"63.00","4.20","16.31","0.03415"
"63.50","4.23","16.35","0.03471"
"64.00","4.26","16.39","0.03549"
"64.50","4.30","16.42","0.03613"
"65.00","4.33","16.46","0.03684"
"65.50","4.36","16.49","0.03764"
"66.00","4.40","16.53","0.03825"
"66.50","4.43","16.57","0.03903"
"67.00","4.46","16.60","0.03964"
"67.50","4.50","16.64","0.04025"
"68.00","4.53","16.67","0.04102"
"68.50","4.56","16.70","0.04162"
"69.00","4.60","16.74","0.04229"
"69.50","4.63","16.77","0.04289"
"70.00","4.66","16.81","0.04355"
"70.50","4.70","16.84","0.04427"
"71.00","4.73","16.87","0.04485"
"71.50","4.76","16.90","0.04553"
"72.00","4.80","16.94","0.04611"
"72.50","4.83","16.97","0.04683"
"73.00","4.86","17.00","0.04751"
"73.50","4.90","17.03","0.04821"
"74.00","4.93","17.06","0.04896"
"74.50","4.96","17.09","0.04955"
"75.00","5.00","17.12","0.05038"
"75.50","5.03","17.14","0.05118"
"76.00","5.06","17.18","0.05185"
"76.50","5.10","17.20","0.05262"
"77.00","5.13","17.23","0.05338"
"77.50","5.16","17.27","0.05407"
"78.00","5.20","17.29","0.05483"
"78.50","5.23","17.32","0.05551"
"79.00","5.26","17.35","0.05624"
"79.50","5.30","17.37","0.05690"
"80.00","5.33","17.40","0.05761"
"80.50","5.36","17.42","0.05822"
"81.00","5.40","17.45","0.05892"
"81.50","5.43","17.48","0.05946"
"82.00","5.46","17.50","0.06013"
"82.50","5.50","17.52","0.06083"
"83.00","5.53","17.55","0.06139"
"83.50","5.56","17.58","0.06207"
"84.00","5.60","17.60","0.06275"
"84.50","5.63","17.63","0.06337"
"85.00","5.66","17.65","0.06409"
"85.50","5.70","17.67","0.06483"
"86.00","5.73","17.70","0.06547"
"86.50","5.76","17.72","0.06626"
"87.00","5.80","17.74","0.06695"
"87.50","5.83","17.76","0.06778"
"88.00","5.86","17.78","0.06853"
"88.50","5.90","17.80","0.06936"
"89.00","5.93","17.82","0.07025"
"89.50","5.96","17.84","0.07102"
"90.00","6.00","17.86","0.07188"
"90.50","6.03","17.89","0.07269"
"91.00","6.06","17.91","0.07353"
"91.50","6.10","17.93","0.07439"
"92.00","6.13","17.95","0.07516"
"92.50","6.16","17.98","0.07596"
"93.00","6.20","18.00","0.07670"
"93.50","6.23","18.02","0.07745"
"94.00","6.26","18.03","0.07822"
"94.50","6.30","18.05","0.07884"
"95.00","6.33","18.07","0.07951"
"95.50","6.36","18.08","0.08019"
"96.00","6.40","18.10","0.08076"
"96.50","6.43","18.11","0.08136"
"97.00","6.46","18.13","0.08190"
"97.50","6.50","18.14","0.08254"
"98.00","6.53","18.16","0.08319"
"98.50","6.56","18.17","0.08374"
"99.00","6.60","18.19","0.08438"
"99.50","6.63","18.21","0.08502"
"100.00","6.66","18.24","0.08560"
"100.50","6.70","18.26","0.08631"
"101.00","6.73","18.27","0.08696"
"101.50","6.76","18.29","0.08766"
"102.00","6.80","18.31","0.08848"
"102.50","6.83","18.32","0.08915"
"103.00","6.86","18.34","0.09001"
"103.50","6.90","18.35","0.09089"
"104.00","6.93","18.36","0.09170"
"104.50","6.96","18.36","0.09267"
"105.00","7.00","18.37","0.09352"
"105.50","7.03","18.39","0.09452"
"106.00","7.06","18.39","0.09553"
"106.50","7.10","18.41","0.09644"
"107.00","7.13","18.42","0.09749"
"107.50","7.16","18.43","0.09846"
"108.00","7.20","18.44","0.09951"
"108.50","7.23","18.45","0.1006"
"109.00","7.26","18.47","0.1016"
"109.50","7.30","18.47","0.1026"
"110.00","7.33","18.48","0.1035"
"110.50","7.36","18.49","0.1045"
"111.00","7.40","18.51","0.1053"
"111.50","7.43","18.52","0.1060"
"112.00","7.46","18.53","0.1067"
"112.50","7.50","18.55","0.1072"
"113.00","7.53","18.57","0.1077"
"113.50","7.56","18.58","0.1080"
"114.00","7.60","18.59","0.1084"
"114.50","7.63","18.61","0.1087"
"115.00","7.66","18.64","0.1090"
"115.50","7.70","18.66","0.1093"
"116.00","7.73","18.70","0.1096"
"116.50","7.76","18.74","0.1099"
"117.00","7.80","18.78","0.1103"
"117.50","7.83","18.80","0.1108"
"118.00","7.86","18.76","0.1113"
"118.50","7.90","18.66","0.1119"
"119.00","7.93","18.62","0.1124"
"119.50","7.96","18.64","0.1131"
"120.00","8.00","18.66","0.1136"
"120.50","8.03","18.67","0.1143"
"121.00","8.06","18.69","0.1149"
"121.50","8.10","18.71","0.1157"
"122.00","8.13","18.72","0.1164"
"122.50","8.16","18.73","0.1172"
"123.00","8.20","18.73","0.1181"
"123.50","8.23","18.74","0.1190"
"124.00","8.26","18.75","0.1199"
"124.50","8.30","18.76","0.1210"
"125.00","8.33","18.76","0.1219"
"125.50","8.36","18.77","0.1231"
"126.00","8.40","18.78","0.1241"
"126.50","8.43","18.78","0.1252"
"127.00","8.46","18.79","0.1262"
"127.50","8.50","18.79","0.1274"
"128.00","8.53","18.80","0.1285"
"128.50","8.56","18.81","0.1297"
"129.00","8.60","18.82","0.1307"
"129.50","8.63","18.83","0.1319"
"130.00","8.66","18.83","0.1330"
"130.50","8.70","18.84","0.1343"
"131.00","8.73","18.85","0.1355"
"131.50","8.76","18.86","0.1366"
"132.00","8.80","18.87","0.1378"
"132.50","8.83","18.87","0.1389"
"133.00","8.86","18.88","0.1401"
"133.50","8.90","18.88","0.1412"
"134.00","8.93","18.89","0.1425"
"134.50","8.96","18.90","0.1435"
"135.00","9.00","18.90","0.1446"
"135.50","9.03","18.91","0.1457"
"136.00","9.06","18.92","0.1466"
"136.50","9.10","18.92","0.1476"
"137.00","9.13","18.94","0.1484"
"137.50","9.16","18.94","0.1493"
"138.00","9.20","18.95","0.1500"
"138.50","9.23","18.96","0.1506"
"139.00","9.26","18.97","0.1513"
"139.50","9.30","18.97","0.1518"
"140.00","9.33","18.98","0.1524"
"140.50","9.36","18.99","0.1528"
"141.00","9.40","19.00","0.1533"
"141.50","9.43","19.01","0.1536"
"142.00","9.46","19.01","0.1540"
"142.50","9.50","19.02","0.1543"
"143.00","9.53","19.04","0.1547"
"143.50","9.56","19.04","0.1551"
"144.00","9.60","19.06","0.1554"
"144.50","9.63","19.07","0.1557"
"145.00","9.66","19.08","0.1560"
"145.50","9.70","19.08","0.1564"
"146.00","9.73","19.09","0.1568"
"146.50","9.76","19.10","0.1571"
"147.00","9.80","19.09","0.1576"
"147.50","9.83","19.09","0.1579"
"148.00","9.86","19.09","0.1584"
"148.50","9.90","19.08","0.1589"
"149.00","9.93","19.08","0.1595"
"149.50","9.96","19.08","0.1601"
"150.00","10.00","19.07","0.1606"
"150.50","10.03","19.06","0.1614"
"151.00","10.06","19.06","0.1620"
"151.50","10.10","19.06","0.1628"
"152.00","10.13","19.05","0.1636"
"152.50","10.16","19.05","0.1644"
"153.00","10.20","19.04","0.1652"
"153.50","10.23","19.04","0.1660"
"154.00","10.26","19.04","0.1669"
"154.50","10.30","19.03","0.1677"
"155.00","10.33","19.02","0.1687"
"155.50","10.36","19.01","0.1696"
"156.00","10.40","19.01","0.1704"
"156.50","10.43","19.00","0.1713"
"157.00","10.46","18.99","0.1722"
"157.50","10.50","18.98","0.1731"
"158.00","10.53","18.96","0.1738"
"158.50","10.56","18.95","0.1747"
"159.00","10.60","18.93","0.1754"
"159.50","10.63","18.91","0.1763"
"160.00","10.66","18.89","0.1770"
"160.50","10.70","18.87","0.1777"
"161.00","10.73","18.84","0.1785"
"161.50","10.76","18.82","0.1791"
"162.00","10.80","18.79","0.1799"
"162.50","10.83","18.77","0.1806"
"163.00","10.86","18.74","0.1812"
"163.50","10.90","18.71","0.1819"
"164.00","10.93","18.67","0.1826"
"164.50","10.96","18.63","0.1833"
"165.00","11.00","18.59","0.1840"
"165.50","11.03","18.55","0.1847"
"166.00","11.06","18.51","0.1854"
"166.50","11.10","18.47","0.1862"
"167.00","11.13","18.42","0.1868"
"167.50","11.16","18.37","0.1876"
"168.00","11.20","18.31","0.1882"
"168.50","11.23","18.25","0.1890"
"169.00","11.26","18.19","0.1897"
"169.50","11.30","18.09","0.1905"
"169.65","11.31","3.337","0.1920"

