System ID,,"4483J11304"
Method name only,,"Tension_Round_NEW"
Test type,,"Tension"
Sample file name,,"C06A2024"
Last test date,,"Wednesday, February 9, 2022"
Last test time,,"6:18:35 PM"
Course,,"CEE300"
Lab Section Number,,"AB6"
Group,,"A"
Material,,"Aluminium"
Heat Treatment,,""
Other Information,,""
Crosshead Speed,(mm/min),"4.00"
Geometry,,"Circular"
Gage Diameter,(mm),"7.20"
Grip Diameter,(mm),"12.96"
Rockwell Hardness,,"73.8"
Rockwell Scale,,"HRB"
Extensometer Gage Length,(mm),"25.40"
Final Gage Diameter,(mm),"6.49"
Fracture Notes and Location,,"Cup and Cone Fracture. Ductile. Orange Peel effect. Pablo was here."
Notes During Test,,""

Results Table 1
,,"1"
Maximum Force,(kN),"18.92"
Maximum Strain,(%),"23.05"

Time,Displacement,Force,Strain 1
"46.50","3.10","15.03","0.01581"
"47.00","3.13","15.08","0.01640"
"47.50","3.16","15.12","0.01716"
"48.00","3.20","15.17","0.01783"
"48.50","3.23","15.22","0.01845"
"49.00","3.26","15.26","0.01920"
"49.50","3.30","15.30","0.01982"
"50.00","3.33","15.35","0.02046"
"50.50","3.36","15.40","0.02110"
"51.00","3.40","15.44","0.02189"
"51.50","3.43","15.48","0.02244"
"52.00","3.46","15.53","0.02307"
"52.50","3.50","15.57","0.02378"
"53.00","3.53","15.61","0.02444"
"53.50","3.56","15.65","0.02502"
"54.00","3.60","15.70","0.02575"
"54.50","3.63","15.74","0.02644"
"55.00","3.66","15.78","0.02701"
"55.50","3.70","15.82","0.02785"
"56.00","3.73","15.86","0.02842"
"56.50","3.76","15.90","0.02901"
"57.00","3.80","15.94","0.02973"
"57.50","3.83","15.98","0.03032"
"58.00","3.86","16.02","0.03107"
"58.50","3.90","16.06","0.03167"
"59.00","3.93","16.10","0.03237"
"59.50","3.96","16.14","0.03302"
"60.00","4.00","16.18","0.03364"
"60.50","4.03","16.21","0.03429"
"61.00","4.06","16.25","0.03504"
"61.50","4.10","16.29","0.03567"
"62.00","4.13","16.32","0.03630"
"62.50","4.16","16.36","0.03709"
"63.00","4.20","16.40","0.03773"
"63.50","4.23","16.43","0.03838"
"64.00","4.26","16.47","0.03909"
"64.50","4.30","16.50","0.03975"
"65.00","4.33","16.54","0.04040"
"65.50","4.36","16.57","0.04104"
"66.00","4.40","16.60","0.04180"
"66.50","4.43","16.64","0.04241"
"67.00","4.46","16.67","0.04316"
"67.50","4.50","16.70","0.04385"
"68.00","4.53","16.73","0.04448"
"68.50","4.56","16.77","0.04514"
"69.00","4.60","16.80","0.04575"
"69.50","4.63","16.83","0.04653"
"70.00","4.66","16.86","0.04717"
"70.50","4.70","16.89","0.04782"
"71.00","4.73","16.93","0.04850"
"71.50","4.76","16.95","0.04919"
"72.00","4.80","16.98","0.04986"
"72.50","4.83","17.01","0.05063"
"73.00","4.86","17.04","0.05135"
"73.50","4.90","17.07","0.05196"
"74.00","4.93","17.09","0.05268"
"74.50","4.96","17.12","0.05336"
"75.00","5.00","17.15","0.05401"
"75.50","5.03","17.18","0.05488"
"76.00","5.06","17.20","0.05550"
"76.50","5.10","17.23","0.05616"
"77.00","5.13","17.26","0.05683"
"77.50","5.16","17.29","0.05763"
"78.00","5.20","17.31","0.05832"
"78.50","5.23","17.34","0.05899"
"79.00","5.26","17.36","0.05977"
"79.50","5.30","17.39","0.06044"
"80.00","5.33","17.41","0.06108"
"80.50","5.36","17.43","0.06179"
"81.00","5.40","17.46","0.06257"
"81.50","5.43","17.49","0.06322"
"82.00","5.46","17.51","0.06386"
"82.50","5.50","17.53","0.06463"
"83.00","5.53","17.56","0.06529"
"83.50","5.56","17.58","0.06592"
"84.00","5.60","17.60","0.06662"
"84.50","5.63","17.63","0.06738"
"85.00","5.66","17.64","0.06805"
"85.50","5.70","17.67","0.06877"
"86.00","5.73","17.68","0.06944"
"86.50","5.76","17.71","0.07021"
"87.00","5.80","17.73","0.07090"
"87.50","5.83","17.75","0.07159"
"88.00","5.86","17.77","0.07235"
"88.50","5.90","17.79","0.07312"
"89.00","5.93","17.81","0.07388"
"89.50","5.96","17.84","0.07459"
"90.00","6.00","17.85","0.07542"
"90.50","6.03","17.87","0.07618"
"91.00","6.06","17.89","0.07692"
"91.50","6.10","17.91","0.07766"
"92.00","6.13","17.93","0.07854"
"92.50","6.16","17.94","0.07923"
"93.00","6.20","17.96","0.08001"
"93.50","6.23","17.98","0.08078"
"94.00","6.26","18.00","0.08160"
"94.50","6.30","18.01","0.08233"
"95.00","6.33","18.03","0.08307"
"95.50","6.36","18.05","0.08387"
"96.00","6.40","18.06","0.08457"
"96.50","6.43","18.08","0.08530"
"97.00","6.46","18.10","0.08610"
"97.50","6.50","18.11","0.08675"
"98.00","6.53","18.14","0.08741"
"98.50","6.56","18.15","0.08804"
"99.00","6.60","18.17","0.08871"
"99.50","6.63","18.19","0.08936"
"100.00","6.66","18.20","0.09007"
"100.50","6.70","18.21","0.09068"
"101.00","6.73","18.22","0.09130"
"101.50","6.76","18.24","0.09195"
"102.00","6.80","18.24","0.09268"
"102.50","6.83","18.25","0.09332"
"103.00","6.86","18.26","0.09398"
"103.50","6.90","18.28","0.09474"
"104.00","6.93","18.29","0.09544"
"104.50","6.96","18.30","0.09615"
"105.00","7.00","18.33","0.09686"
"105.50","7.03","18.33","0.09772"
"106.00","7.06","18.35","0.09850"
"106.50","7.10","18.36","0.09931"
"107.00","7.13","18.37","0.1001"
"107.50","7.16","18.38","0.1011"
"108.00","7.20","18.39","0.1020"
"108.50","7.23","18.41","0.1029"
"109.00","7.26","18.42","0.1038"
"109.50","7.30","18.43","0.1047"
"110.00","7.33","18.45","0.1058"
"110.50","7.36","18.45","0.1067"
"111.00","7.40","18.47","0.1077"
"111.50","7.43","18.48","0.1086"
"112.00","7.46","18.48","0.1096"
"112.50","7.50","18.49","0.1107"
"113.00","7.53","18.50","0.1117"
"113.50","7.56","18.51","0.1127"
"114.00","7.60","18.51","0.1138"
"114.50","7.63","18.51","0.1148"
"115.00","7.66","18.52","0.1158"
"115.50","7.70","18.52","0.1167"
"116.00","7.73","18.53","0.1175"
"116.50","7.76","18.54","0.1184"
"117.00","7.80","18.55","0.1191"
"117.50","7.83","18.56","0.1196"
"118.00","7.86","18.57","0.1201"
"118.50","7.90","18.59","0.1205"
"119.00","7.93","18.60","0.1210"
"119.50","7.96","18.63","0.1213"
"120.00","8.00","18.65","0.1216"
"120.50","8.03","18.69","0.1220"
"121.00","8.06","18.73","0.1224"
"121.50","8.10","18.76","0.1228"
"122.00","8.13","18.77","0.1232"
"122.50","8.16","18.78","0.1237"
"123.00","8.20","18.76","0.1243"
"123.50","8.23","18.72","0.1247"
"124.00","8.26","18.66","0.1251"
"124.50","8.30","18.64","0.1254"
"125.00","8.33","18.64","0.1258"
"125.50","8.36","18.66","0.1262"
"126.00","8.40","18.67","0.1266"
"126.50","8.43","18.68","0.1270"
"127.00","8.46","18.70","0.1277"
"127.50","8.50","18.70","0.1283"
"128.00","8.53","18.71","0.1290"
"128.50","8.56","18.71","0.1299"
"129.00","8.60","18.71","0.1307"
"129.50","8.63","18.72","0.1316"
"130.00","8.66","18.73","0.1326"
"130.50","8.70","18.73","0.1337"
"131.00","8.73","18.73","0.1347"
"131.50","8.76","18.74","0.1357"
"132.00","8.80","18.75","0.1368"
"132.50","8.83","18.75","0.1380"
"133.00","8.86","18.76","0.1390"
"133.50","8.90","18.76","0.1401"
"134.00","8.93","18.77","0.1414"
"134.50","8.96","18.77","0.1425"
"135.00","9.00","18.77","0.1436"
"135.50","9.03","18.78","0.1448"
"136.00","9.06","18.79","0.1459"
"136.50","9.10","18.79","0.1472"
"137.00","9.13","18.79","0.1483"
"137.50","9.16","18.79","0.1495"
"138.00","9.20","18.81","0.1508"
"138.50","9.23","18.80","0.1519"
"139.00","9.26","18.81","0.1531"
"139.50","9.30","18.81","0.1543"
"140.00","9.33","18.81","0.1555"
"140.50","9.36","18.82","0.1567"
"141.00","9.40","18.83","0.1579"
"141.50","9.43","18.83","0.1591"
"142.00","9.46","18.84","0.1603"
"142.50","9.50","18.85","0.1615"
"143.00","9.53","18.85","0.1627"
"143.50","9.56","18.86","0.1638"
"144.00","9.60","18.87","0.1650"
"144.50","9.63","18.87","0.1661"
"145.00","9.66","18.88","0.1672"
"145.50","9.70","18.88","0.1683"
"146.00","9.73","18.88","0.1693"
"146.50","9.76","18.89","0.1703"
"147.00","9.80","18.89","0.1713"
"147.50","9.83","18.90","0.1723"
"148.00","9.86","18.90","0.1731"
"148.50","9.90","18.90","0.1740"
"149.00","9.93","18.90","0.1749"
"149.50","9.96","18.91","0.1757"
"150.00","10.00","18.91","0.1764"
"150.50","10.03","18.91","0.1772"
"151.00","10.06","18.92","0.1780"
"151.50","10.10","18.91","0.1787"
"152.00","10.13","18.91","0.1795"
"152.50","10.16","18.92","0.1802"
"153.00","10.20","18.91","0.1810"
"153.50","10.23","18.91","0.1818"
"154.00","10.26","18.90","0.1827"
"154.50","10.30","18.90","0.1835"
"155.00","10.33","18.89","0.1843"
"155.50","10.36","18.88","0.1852"
"156.00","10.40","18.87","0.1862"
"156.50","10.43","18.86","0.1872"
"157.00","10.46","18.85","0.1881"
"157.50","10.50","18.84","0.1891"
"158.00","10.53","18.82","0.1902"
"158.50","10.56","18.82","0.1912"
"159.00","10.60","18.80","0.1922"
"159.50","10.63","18.78","0.1932"
"160.00","10.66","18.76","0.1944"
"160.50","10.70","18.74","0.1954"
"161.00","10.73","18.73","0.1965"
"161.50","10.76","18.70","0.1977"
"162.00","10.80","18.67","0.1987"
"162.50","10.83","18.64","0.1998"
"163.00","10.86","18.62","0.2008"
"163.50","10.90","18.59","0.2020"
"164.00","10.93","18.55","0.2031"
"164.50","10.96","18.52","0.2042"
"165.00","11.00","18.48","0.2053"
"165.50","11.03","18.44","0.2064"
"166.00","11.06","18.40","0.2076"
"166.50","11.10","18.35","0.2087"
"167.00","11.13","18.31","0.2099"
"167.50","11.16","18.26","0.2110"
"168.00","11.20","18.21","0.2122"
"168.50","11.23","18.15","0.2134"
"169.00","11.26","18.10","0.2145"
"169.50","11.30","18.04","0.2157"
"170.00","11.33","17.97","0.2169"
"170.50","11.36","17.90","0.2182"
"171.00","11.40","17.83","0.2195"
"171.50","11.43","17.75","0.2207"
"172.00","11.46","17.66","0.2219"
"172.25","11.48","3.295","0.2305"

