System ID,,"4483J11304"
Method name only,,"Tension_Round_NEW"
Test type,,"Tension"
Sample file name,,"C07A2024"
Last test date,,"Tuesday, February 8, 2022"
Last test time,,"1:23:00 PM"
Course,,"CEE 300"
Lab Section Number,,"AB7"
Group,,"A"
Material,,"2024 Aluminum"
Heat Treatment,,""
Other Information,,""
Crosshead Speed,(mm/min),"4.00"
Geometry,,"Circular"
Gage Diameter,(mm),"7.44"
Grip Diameter,(mm),"12.94"
Rockwell Hardness,,"73.5"
Rockwell Scale,,"HRB"
Extensometer Gage Length,(mm),"25.40"
Final Gage Diameter,(mm),"0.00"
Fracture Notes and Location,,"Shear Fracture, Pure Orange Peel Effect. Angle degree fracture, Ductile. 45 Degree fracture. 4.54 mm Gauge final length."
Notes During Test,,""

Results Table 1
,,"1"
Maximum Force,(kN),"19.41"
Maximum Strain,(%),"23.79"

Time,Displacement,Force,Strain 1
"21.50","1.43","8.959","0.002932"
"22.00","1.46","9.170","0.003040"
"22.50","1.50","9.384","0.003059"
"23.00","1.53","9.595","0.003151"
"23.50","1.56","9.811","0.003210"
"24.00","1.60","10.03","0.003237"
"24.50","1.63","10.24","0.003356"
"25.00","1.66","10.46","0.003433"
"25.50","1.70","10.68","0.003527"
"26.00","1.73","10.90","0.003551"
"26.50","1.76","11.12","0.003573"
"27.00","1.80","11.34","0.003758"
"27.50","1.83","11.56","0.003759"
"28.00","1.86","11.78","0.003896"
"28.50","1.90","12.00","0.003941"
"29.00","1.93","12.23","0.004071"
"29.50","1.96","12.45","0.004116"
"30.00","2.00","12.67","0.004209"
"30.50","2.03","12.89","0.004289"
"31.00","2.06","13.12","0.004366"
"31.50","2.10","13.34","0.004457"
"32.00","2.13","13.57","0.004474"
"32.50","2.16","13.79","0.004595"
"33.00","2.20","14.02","0.004626"
"33.50","2.23","14.24","0.004836"
"34.00","2.26","14.45","0.004911"
"34.50","2.30","14.64","0.005105"
"35.00","2.33","14.76","0.005429"
"35.50","2.36","14.84","0.005797"
"36.00","2.40","14.90","0.006417"
"36.50","2.43","14.96","0.007048"
"37.00","2.46","15.00","0.007772"
"37.50","2.50","15.05","0.008484"
"38.00","2.53","15.11","0.009177"
"38.50","2.56","15.15","0.009840"
"39.00","2.60","15.20","0.01045"
"39.50","2.63","15.25","0.01114"
"40.00","2.66","15.30","0.01183"
"40.50","2.70","15.35","0.01257"
"41.00","2.73","15.40","0.01326"
"41.50","2.76","15.45","0.01398"
"42.00","2.80","15.50","0.01456"
"42.50","2.83","15.55","0.01523"
"43.00","2.86","15.59","0.01582"
"43.50","2.90","15.65","0.01643"
"44.00","2.93","15.69","0.01715"
"44.50","2.96","15.74","0.01778"
"45.00","3.00","15.79","0.01844"
"45.50","3.03","15.83","0.01915"
"46.00","3.06","15.88","0.01978"
"46.50","3.10","15.93","0.02050"
"47.00","3.13","15.98","0.02111"
"47.50","3.16","16.02","0.02170"
"48.00","3.20","16.07","0.02240"
"48.50","3.23","16.11","0.02297"
"49.00","3.26","16.15","0.02361"
"49.50","3.30","16.20","0.02425"
"50.00","3.33","16.24","0.02480"
"50.50","3.36","16.29","0.02560"
"51.00","3.40","16.33","0.02614"
"51.50","3.43","16.37","0.02687"
"52.00","3.46","16.42","0.02750"
"52.50","3.50","16.46","0.02825"
"53.00","3.53","16.50","0.02885"
"53.50","3.56","16.54","0.02965"
"54.00","3.60","16.58","0.03018"
"54.50","3.63","16.62","0.03085"
"55.00","3.66","16.66","0.03152"
"55.50","3.70","16.70","0.03213"
"56.00","3.73","16.74","0.03281"
"56.50","3.76","16.78","0.03341"
"57.00","3.80","16.81","0.03406"
"57.50","3.83","16.85","0.03470"
"58.00","3.86","16.89","0.03535"
"58.50","3.90","16.93","0.03594"
"59.00","3.93","16.96","0.03669"
"59.50","3.96","17.00","0.03726"
"60.00","4.00","17.04","0.03804"
"60.50","4.03","17.07","0.03868"
"61.00","4.06","17.10","0.03942"
"61.50","4.10","17.14","0.04008"
"62.00","4.13","17.17","0.04085"
"62.50","4.16","17.21","0.04148"
"63.00","4.20","17.24","0.04228"
"63.50","4.23","17.27","0.04294"
"64.00","4.26","17.31","0.04356"
"64.50","4.30","17.34","0.04428"
"65.00","4.33","17.37","0.04494"
"65.50","4.36","17.40","0.04563"
"66.00","4.40","17.43","0.04626"
"66.50","4.43","17.47","0.04694"
"67.00","4.46","17.49","0.04754"
"67.50","4.50","17.52","0.04814"
"68.00","4.53","17.55","0.04884"
"68.50","4.56","17.58","0.04946"
"69.00","4.60","17.61","0.05019"
"69.50","4.63","17.64","0.05080"
"70.00","4.66","17.67","0.05155"
"70.50","4.70","17.70","0.05224"
"71.00","4.73","17.73","0.05294"
"71.50","4.76","17.75","0.05368"
"72.00","4.80","17.78","0.05435"
"72.50","4.83","17.81","0.05517"
"73.00","4.86","17.83","0.05589"
"73.50","4.90","17.85","0.05668"
"74.00","4.93","17.88","0.05741"
"74.50","4.96","17.90","0.05814"
"75.00","5.00","17.93","0.05897"
"75.50","5.03","17.96","0.05966"
"76.00","5.06","17.98","0.06047"
"76.50","5.10","18.01","0.06120"
"77.00","5.13","18.03","0.06187"
"77.50","5.16","18.06","0.06263"
"78.00","5.20","18.08","0.06326"
"78.50","5.23","18.11","0.06395"
"79.00","5.26","18.13","0.06456"
"79.50","5.30","18.14","0.06515"
"80.00","5.33","18.16","0.06583"
"80.50","5.36","18.18","0.06639"
"81.00","5.40","18.20","0.06706"
"81.50","5.43","18.22","0.06766"
"82.00","5.46","18.24","0.06838"
"82.50","5.50","18.26","0.06900"
"83.00","5.53","18.29","0.06966"
"83.50","5.56","18.31","0.07044"
"84.00","5.60","18.33","0.07112"
"84.50","5.63","18.36","0.07194"
"85.00","5.66","18.38","0.07265"
"85.50","5.70","18.40","0.07352"
"86.00","5.73","18.42","0.07426"
"86.50","5.76","18.43","0.07514"
"87.00","5.80","18.45","0.07595"
"87.50","5.83","18.46","0.07686"
"88.00","5.86","18.48","0.07768"
"88.50","5.90","18.49","0.07851"
"89.00","5.93","18.50","0.07948"
"89.50","5.96","18.52","0.08032"
"90.00","6.00","18.53","0.08131"
"90.50","6.03","18.55","0.08221"
"91.00","6.06","18.56","0.08308"
"91.50","6.10","18.57","0.08404"
"92.00","6.13","18.60","0.08486"
"92.50","6.16","18.62","0.08560"
"93.00","6.20","18.64","0.08636"
"93.50","6.23","18.66","0.08693"
"94.00","6.26","18.68","0.08754"
"94.50","6.30","18.71","0.08797"
"95.00","6.33","18.73","0.08840"
"95.50","6.36","18.76","0.08888"
"96.00","6.40","18.80","0.08928"
"96.50","6.43","18.81","0.08982"
"97.00","6.46","18.79","0.09020"
"97.50","6.50","18.75","0.09066"
"98.00","6.53","18.75","0.09098"
"98.50","6.56","18.76","0.09144"
"99.00","6.60","18.79","0.09183"
"99.50","6.63","18.80","0.09240"
"100.00","6.66","18.80","0.09297"
"100.50","6.70","18.82","0.09364"
"101.00","6.73","18.83","0.09449"
"101.50","6.76","18.84","0.09533"
"102.00","6.80","18.85","0.09623"
"102.50","6.83","18.86","0.09728"
"103.00","6.86","18.88","0.09823"
"103.50","6.90","18.89","0.09930"
"104.00","6.93","18.90","0.1003"
"104.50","6.96","18.91","0.1014"
"105.00","7.00","18.93","0.1025"
"105.50","7.03","18.94","0.1036"
"106.00","7.06","18.95","0.1047"
"106.50","7.10","18.97","0.1057"
"107.00","7.13","18.98","0.1069"
"107.50","7.16","19.00","0.1079"
"108.00","7.20","19.01","0.1091"
"108.50","7.23","19.01","0.1102"
"109.00","7.26","19.03","0.1113"
"109.50","7.30","19.04","0.1124"
"110.00","7.33","19.05","0.1136"
"110.50","7.36","19.06","0.1147"
"111.00","7.40","19.06","0.1158"
"111.50","7.43","19.08","0.1168"
"112.00","7.46","19.09","0.1177"
"112.50","7.50","19.11","0.1187"
"113.00","7.53","19.11","0.1194"
"113.50","7.56","19.13","0.1202"
"114.00","7.60","19.14","0.1209"
"114.50","7.63","19.16","0.1214"
"115.00","7.66","19.18","0.1219"
"115.50","7.70","19.19","0.1224"
"116.00","7.73","19.22","0.1228"
"116.50","7.76","19.24","0.1233"
"117.00","7.80","19.26","0.1236"
"117.50","7.83","19.29","0.1240"
"118.00","7.86","19.31","0.1244"
"118.50","7.90","19.32","0.1248"
"119.00","7.93","19.29","0.1252"
"119.50","7.96","19.19","0.1254"
"120.00","8.00","19.14","0.1256"
"120.50","8.03","19.16","0.1258"
"121.00","8.06","19.17","0.1261"
"121.50","8.10","19.18","0.1263"
"122.00","8.13","19.19","0.1266"
"122.50","8.16","19.19","0.1270"
"123.00","8.20","19.19","0.1274"
"123.50","8.23","19.21","0.1280"
"124.00","8.26","19.20","0.1286"
"124.50","8.30","19.21","0.1294"
"125.00","8.33","19.22","0.1302"
"125.50","8.36","19.22","0.1311"
"126.00","8.40","19.24","0.1320"
"126.50","8.43","19.24","0.1330"
"127.00","8.46","19.25","0.1341"
"127.50","8.50","19.26","0.1351"
"128.00","8.53","19.26","0.1362"
"128.50","8.56","19.27","0.1373"
"129.00","8.60","19.27","0.1383"
"129.50","8.63","19.28","0.1395"
"130.00","8.66","19.29","0.1406"
"130.50","8.70","19.30","0.1418"
"131.00","8.73","19.30","0.1429"
"131.50","8.76","19.30","0.1441"
"132.00","8.80","19.32","0.1452"
"132.50","8.83","19.32","0.1464"
"133.00","8.86","19.32","0.1476"
"133.50","8.90","19.32","0.1488"
"134.00","8.93","19.33","0.1499"
"134.50","8.96","19.33","0.1511"
"135.00","9.00","19.34","0.1523"
"135.50","9.03","19.34","0.1536"
"136.00","9.06","19.34","0.1547"
"136.50","9.10","19.35","0.1560"
"137.00","9.13","19.35","0.1571"
"137.50","9.16","19.35","0.1583"
"138.00","9.20","19.36","0.1596"
"138.50","9.23","19.36","0.1607"
"139.00","9.26","19.36","0.1620"
"139.50","9.30","19.37","0.1632"
"140.00","9.33","19.37","0.1644"
"140.50","9.36","19.38","0.1656"
"141.00","9.40","19.38","0.1668"
"141.50","9.43","19.38","0.1680"
"142.00","9.46","19.38","0.1692"
"142.50","9.50","19.38","0.1704"
"143.00","9.53","19.39","0.1715"
"143.50","9.56","19.39","0.1726"
"144.00","9.60","19.40","0.1738"
"144.50","9.63","19.40","0.1749"
"145.00","9.66","19.40","0.1759"
"145.50","9.70","19.40","0.1770"
"146.00","9.73","19.41","0.1780"
"146.50","9.76","19.41","0.1790"
"147.00","9.80","19.40","0.1801"
"147.50","9.83","19.41","0.1811"
"148.00","9.86","19.41","0.1820"
"148.50","9.90","19.40","0.1831"
"149.00","9.93","19.40","0.1841"
"149.50","9.96","19.39","0.1851"
"150.00","10.00","19.39","0.1862"
"150.50","10.03","19.38","0.1873"
"151.00","10.06","19.37","0.1883"
"151.50","10.10","19.36","0.1894"
"152.00","10.13","19.35","0.1906"
"152.50","10.16","19.34","0.1916"
"153.00","10.20","19.32","0.1927"
"153.50","10.23","19.30","0.1940"
"154.00","10.26","19.29","0.1952"
"154.50","10.30","19.27","0.1963"
"155.00","10.33","19.26","0.1975"
"155.50","10.36","19.23","0.1989"
"156.00","10.40","19.21","0.2000"
"156.50","10.43","19.18","0.2013"
"157.00","10.46","19.15","0.2026"
"157.50","10.50","19.13","0.2038"
"158.00","10.53","19.10","0.2051"
"158.50","10.56","19.06","0.2063"
"159.00","10.60","19.03","0.2077"
"159.50","10.63","18.99","0.2090"
"160.00","10.66","18.96","0.2102"
"160.50","10.70","18.91","0.2115"
"161.00","10.73","18.86","0.2128"
"161.50","10.76","18.82","0.2141"
"162.00","10.80","18.76","0.2155"
"162.50","10.83","18.71","0.2168"
"163.00","10.86","18.65","0.2182"
"163.50","10.90","18.60","0.2195"
"164.00","10.93","18.53","0.2208"
"164.50","10.96","18.46","0.2222"
"165.00","11.00","18.39","0.2236"
"165.50","11.03","18.31","0.2250"
"165.76","11.05","8.433","0.2379"

