System ID,,"4483J11304"
Method name only,,"Tension_Round_NEW"
Test type,,"Tension"
Sample file name,,"C04A2024"
Last test date,,"Thursday, February 10, 2022"
Last test time,,"1:28:57 PM"
Course,,"CEE300"
Lab Section Number,,"AB4"
Group,,"A"
Material,,"Aluminum 2024"
Heat Treatment,,""
Other Information,,""
Crosshead Speed,(mm/min),"4.00"
Geometry,,"Circular"
Gage Diameter,(mm),"7.24"
Grip Diameter,(mm),"12.81"
Rockwell Hardness,,"74.6"
Rockwell Scale,,"HRB"
Extensometer Gage Length,(mm),"25.40"
Final Gage Diameter,(mm),"6.07"
Fracture Notes and Location,,"Orange peel effect seen close to the fracture surface. Jagged fracture surfaces because of precipitates in the microstructure. Ductile failure. "
Notes During Test,,""

Results Table 1
,,"1"
Maximum Force,(kN),"18.89"
Maximum Strain,(%),"19.36"

Time,Displacement,Force,Strain 1
"90.50","6.03","17.99","0.08101"
"91.00","6.06","18.01","0.08193"
"91.50","6.10","18.01","0.08270"
"92.00","6.13","18.02","0.08344"
"92.50","6.16","18.03","0.08407"
"93.00","6.20","18.04","0.08466"
"93.50","6.23","18.06","0.08512"
"94.00","6.26","18.07","0.08555"
"94.50","6.30","18.10","0.08592"
"95.00","6.33","18.12","0.08627"
"95.50","6.36","18.14","0.08666"
"96.00","6.40","18.17","0.08693"
"96.50","6.43","18.19","0.08724"
"97.00","6.46","18.21","0.08765"
"97.50","6.50","18.24","0.08798"
"98.00","6.53","18.28","0.08838"
"98.50","6.56","18.30","0.08885"
"99.00","6.60","18.28","0.08946"
"99.50","6.63","18.23","0.09018"
"100.00","6.66","18.22","0.09090"
"100.50","6.70","18.25","0.09163"
"101.00","6.73","18.28","0.09249"
"101.50","6.76","18.30","0.09332"
"102.00","6.80","18.32","0.09418"
"102.50","6.83","18.33","0.09507"
"103.00","6.86","18.34","0.09600"
"103.50","6.90","18.35","0.09698"
"104.00","6.93","18.35","0.09800"
"104.50","6.96","18.37","0.09906"
"105.00","7.00","18.38","0.1001"
"105.50","7.03","18.39","0.1013"
"106.00","7.06","18.39","0.1024"
"106.50","7.10","18.40","0.1035"
"107.00","7.13","18.41","0.1046"
"107.50","7.16","18.42","0.1057"
"108.00","7.20","18.43","0.1068"
"108.50","7.23","18.44","0.1080"
"109.00","7.26","18.45","0.1092"
"109.50","7.30","18.47","0.1103"
"110.00","7.33","18.48","0.1113"
"110.50","7.36","18.49","0.1124"
"111.00","7.40","18.50","0.1133"
"111.50","7.43","18.52","0.1141"
"112.00","7.46","18.53","0.1149"
"112.50","7.50","18.53","0.1155"
"113.00","7.53","18.55","0.1161"
"113.50","7.56","18.56","0.1165"
"114.00","7.60","18.57","0.1169"
"114.50","7.63","18.58","0.1172"
"115.00","7.66","18.60","0.1174"
"115.50","7.70","18.62","0.1177"
"116.00","7.73","18.63","0.1179"
"116.50","7.76","18.64","0.1182"
"117.00","7.80","18.65","0.1184"
"117.50","7.83","18.67","0.1186"
"118.00","7.86","18.69","0.1188"
"118.50","7.90","18.71","0.1190"
"119.00","7.93","18.74","0.1193"
"119.50","7.96","18.76","0.1195"
"120.00","8.00","18.80","0.1198"
"120.50","8.03","18.83","0.1200"
"121.00","8.06","18.84","0.1203"
"121.50","8.10","18.85","0.1207"
"122.00","8.13","18.84","0.1212"
"122.50","8.16","18.82","0.1216"
"123.00","8.20","18.76","0.1222"
"123.50","8.23","18.68","0.1229"
"124.00","8.26","18.67","0.1237"
"124.50","8.30","18.68","0.1244"
"125.00","8.33","18.70","0.1251"
"125.50","8.36","18.71","0.1259"
"126.00","8.40","18.72","0.1268"
"126.50","8.43","18.73","0.1277"
"127.00","8.46","18.73","0.1287"
"127.50","8.50","18.73","0.1297"
"128.00","8.53","18.73","0.1308"
"128.50","8.56","18.74","0.1318"
"129.00","8.60","18.74","0.1329"
"129.50","8.63","18.75","0.1340"
"130.00","8.66","18.76","0.1352"
"130.50","8.70","18.76","0.1363"
"131.00","8.73","18.77","0.1375"
"131.50","8.76","18.77","0.1387"
"132.00","8.80","18.78","0.1399"
"132.50","8.83","18.78","0.1410"
"133.00","8.86","18.78","0.1422"
"133.50","8.90","18.80","0.1434"
"134.00","8.93","18.80","0.1446"
"134.50","8.96","18.80","0.1458"
"135.00","9.00","18.80","0.1470"
"135.50","9.03","18.81","0.1482"
"136.00","9.06","18.82","0.1494"
"136.50","9.10","18.81","0.1506"
"137.00","9.13","18.82","0.1518"
"137.50","9.16","18.82","0.1531"
"138.00","9.20","18.82","0.1543"
"138.50","9.23","18.83","0.1555"
"139.00","9.26","18.82","0.1566"
"139.50","9.30","18.83","0.1578"
"140.00","9.33","18.83","0.1588"
"140.50","9.36","18.84","0.1599"
"141.00","9.40","18.84","0.1609"
"141.50","9.43","18.84","0.1619"
"142.00","9.46","18.86","0.1627"
"142.50","9.50","18.86","0.1635"
"143.00","9.53","18.86","0.1643"
"143.50","9.56","18.87","0.1650"
"144.00","9.60","18.87","0.1657"
"144.50","9.63","18.88","0.1663"
"145.00","9.66","18.88","0.1670"
"145.50","9.70","18.88","0.1676"
"146.00","9.73","18.88","0.1681"
"146.50","9.76","18.88","0.1686"
"147.00","9.80","18.89","0.1691"
"147.50","9.83","18.88","0.1696"
"148.00","9.86","18.89","0.1701"
"148.50","9.90","18.89","0.1706"
"149.00","9.93","18.89","0.1710"
"149.50","9.96","18.89","0.1714"
"150.00","10.00","18.88","0.1719"
"150.50","10.03","18.88","0.1724"
"151.00","10.06","18.87","0.1728"
"151.50","10.10","18.86","0.1733"
"152.00","10.13","18.86","0.1737"
"152.50","10.16","18.85","0.1743"
"153.00","10.20","18.84","0.1749"
"153.50","10.23","18.83","0.1754"
"154.00","10.26","18.81","0.1759"
"154.50","10.30","18.80","0.1765"
"155.00","10.33","18.78","0.1771"
"155.50","10.36","18.77","0.1778"
"156.00","10.40","18.75","0.1783"
"156.50","10.43","18.74","0.1789"
"157.00","10.46","18.72","0.1795"
"157.50","10.50","18.69","0.1802"
"158.00","10.53","18.67","0.1808"
"158.50","10.56","18.65","0.1814"
"159.00","10.60","18.62","0.1820"
"159.50","10.63","18.59","0.1826"
"160.00","10.66","18.56","0.1832"
"160.50","10.70","18.53","0.1839"
"161.00","10.73","18.49","0.1844"
"161.50","10.76","18.46","0.1850"
"162.00","10.80","18.41","0.1856"
"162.50","10.83","18.38","0.1861"
"163.00","10.86","18.33","0.1868"
"163.50","10.90","18.28","0.1873"
"164.00","10.93","18.23","0.1879"
"164.50","10.96","18.18","0.1884"
"165.00","11.00","18.13","0.1890"
"165.50","11.03","18.07","0.1896"
"166.00","11.06","18.01","0.1902"
"166.50","11.10","17.95","0.1907"
"167.00","11.13","17.88","0.1913"
"167.50","11.16","17.81","0.1918"
"168.00","11.20","17.73","0.1925"
"168.50","11.23","17.65","0.1931"
"169.00","11.26","17.55","0.1936"
"169.05","11.27","3.911","0.1890"

