System ID,,"4483J11304"
Method name only,,"Tension_Round_NEW"
Test type,,"Tension"
Sample file name,,"C07APMMA"
Last test date,,"Tuesday, February 8, 2022"
Last test time,,"1:58:54 PM"
Course,,"CEE300"
Lab Section Number,,"AB7"
Group,,"A"
Material,,"PMMA"
Heat Treatment,,""
Other Information,,""
Crosshead Speed,(mm/min),"4.00"
Geometry,,"Circular"
Gage Diameter,(mm),"8.02"
Grip Diameter,(mm),"12.81"
Rockwell Hardness,,"0.0"
Rockwell Scale,,"<None>"
Extensometer Gage Length,(mm),"25.40"
Final Gage Diameter,(mm),"8.08"
Fracture Notes and Location,,"Brittle Material, Flat Fracture , Fast Break , Visible Initiation point."
Notes During Test,,""

Results Table 1
,,"1"
Maximum Force,(kN),"3.819"
Maximum Strain,(%),"5.304"

Time,Displacement,Force,Strain 1
"27.50","1.83","2.238","0.01509"
"28.00","1.86","2.263","0.01531"
"28.50","1.90","2.289","0.01563"
"29.00","1.93","2.319","0.01581"
"29.50","1.96","2.343","0.01612"
"30.00","2.00","2.371","0.01634"
"30.50","2.03","2.400","0.01663"
"31.00","2.06","2.425","0.01684"
"31.50","2.10","2.454","0.01714"
"32.00","2.13","2.480","0.01739"
"32.50","2.16","2.507","0.01771"
"33.00","2.20","2.534","0.01794"
"33.50","2.23","2.560","0.01816"
"34.00","2.26","2.587","0.01844"
"34.50","2.30","2.612","0.01871"
"35.00","2.33","2.639","0.01902"
"35.50","2.36","2.664","0.01933"
"36.00","2.40","2.692","0.01970"
"36.50","2.43","2.716","0.01986"
"37.00","2.46","2.742","0.02018"
"37.50","2.50","2.767","0.02043"
"38.00","2.53","2.792","0.02078"
"38.50","2.56","2.818","0.02106"
"39.00","2.60","2.843","0.02140"
"39.50","2.63","2.869","0.02167"
"40.00","2.66","2.892","0.02203"
"40.50","2.70","2.918","0.02232"
"41.00","2.73","2.941","0.02270"
"41.50","2.76","2.967","0.02290"
"42.00","2.80","2.989","0.02330"
"42.50","2.83","3.013","0.02361"
"43.00","2.86","3.037","0.02400"
"43.50","2.90","3.058","0.02425"
"44.00","2.93","3.084","0.02466"
"44.50","2.96","3.105","0.02493"
"45.00","3.00","3.131","0.02536"
"45.50","3.03","3.154","0.02565"
"46.00","3.06","3.173","0.02603"
"46.50","3.10","3.197","0.02628"
"47.00","3.13","3.218","0.02665"
"47.50","3.16","3.240","0.02708"
"48.00","3.20","3.261","0.02739"
"48.50","3.23","3.283","0.02774"
"49.00","3.26","3.305","0.02818"
"49.50","3.30","3.328","0.02850"
"50.00","3.33","3.349","0.02899"
"50.50","3.36","3.370","0.02932"
"51.00","3.40","3.392","0.02979"
"51.50","3.43","3.414","0.03016"
"52.00","3.46","3.433","0.03058"
"52.50","3.50","3.453","0.03096"
"53.00","3.53","3.474","0.03143"
"53.50","3.56","3.494","0.03183"
"54.00","3.60","3.515","0.03228"
"54.50","3.63","3.532","0.03278"
"55.00","3.66","3.552","0.03316"
"55.50","3.70","3.570","0.03364"
"56.00","3.73","3.589","0.03406"
"56.50","3.76","3.605","0.03452"
"57.00","3.80","3.622","0.03498"
"57.50","3.83","3.642","0.03539"
"58.00","3.86","3.657","0.03593"
"58.50","3.90","3.675","0.03639"
"59.00","3.93","3.690","0.03689"
"59.50","3.96","3.708","0.03733"
"60.00","4.00","3.721","0.03784"
"60.50","4.03","3.739","0.03831"
"61.00","4.06","3.752","0.03879"
"61.50","4.10","3.765","0.03939"
"62.00","4.13","3.780","0.03984"
"62.50","4.16","3.794","0.04038"
"63.00","4.20","3.807","0.04100"
"63.50","4.23","3.819","0.04143"
"63.71","4.24","1.434","0.05304"

