System ID,,"4483J11304"
Method name only,,"Tension_Round_NEW"
Test type,,"Tension"
Sample file name,,"C04APMMA"
Last test date,,"Thursday, February 10, 2022"
Last test time,,"2:00:08 PM"
Course,,"CEE300"
Lab Section Number,,"AB4"
Group,,"A"
Material,,"PMMA"
Heat Treatment,,""
Other Information,,""
Crosshead Speed,(mm/min),"4.00"
Geometry,,"Circular"
Gage Diameter,(mm),"8.01"
Grip Diameter,(mm),"12.86"
Rockwell Hardness,,"0.0"
Rockwell Scale,,"<None>"
Extensometer Gage Length,(mm),"25.40"
Final Gage Diameter,(mm),"8.03"
Fracture Notes and Location,,"Fracture perpendicular to the loading area, indicating brittle fracture. Crack initiates on the circumferance and radiates inwards. Crack initiation point is transparent."
Notes During Test,,""

Results Table 1
,,"1"
Maximum Force,(kN),"3.981"
Maximum Strain,(%),"4.545"

Time,Displacement,Force,Strain 1
"23.50","1.56","1.842","0.01149"
"24.00","1.60","1.893","0.01184"
"24.50","1.63","1.943","0.01222"
"25.00","1.66","1.997","0.01262"
"25.50","1.70","2.045","0.01299"
"26.00","1.73","2.093","0.01341"
"26.50","1.76","2.142","0.01380"
"27.00","1.80","2.190","0.01407"
"27.50","1.83","2.233","0.01445"
"28.00","1.86","2.276","0.01494"
"28.50","1.90","2.318","0.01517"
"29.00","1.93","2.361","0.01554"
"29.50","1.96","2.400","0.01608"
"30.00","2.00","2.437","0.01638"
"30.50","2.03","2.475","0.01669"
"31.00","2.06","2.513","0.01697"
"31.50","2.10","2.552","0.01729"
"32.00","2.13","2.585","0.01779"
"32.50","2.16","2.617","0.01805"
"33.00","2.20","2.652","0.01843"
"33.50","2.23","2.687","0.01881"
"34.00","2.26","2.717","0.01914"
"34.50","2.30","2.751","0.01951"
"35.00","2.33","2.783","0.01983"
"35.50","2.36","2.812","0.02023"
"36.00","2.40","2.843","0.02055"
"36.50","2.43","2.876","0.02080"
"37.00","2.46","2.908","0.02125"
"37.50","2.50","2.938","0.02170"
"38.00","2.53","2.968","0.02214"
"38.50","2.56","2.998","0.02238"
"39.00","2.60","3.025","0.02276"
"39.50","2.63","3.055","0.02310"
"40.00","2.66","3.086","0.02341"
"40.50","2.70","3.113","0.02388"
"41.00","2.73","3.139","0.02433"
"41.50","2.76","3.170","0.02467"
"42.00","2.80","3.198","0.02501"
"42.50","2.83","3.222","0.02530"
"43.00","2.86","3.247","0.02575"
"43.50","2.90","3.270","0.02625"
"44.00","2.93","3.296","0.02655"
"44.50","2.96","3.319","0.02688"
"45.00","3.00","3.341","0.02738"
"45.50","3.03","3.363","0.02779"
"46.00","3.06","3.385","0.02815"
"46.50","3.10","3.408","0.02862"
"47.00","3.13","3.429","0.02893"
"47.50","3.16","3.450","0.02933"
"48.00","3.20","3.470","0.02975"
"48.50","3.23","3.491","0.03016"
"49.00","3.26","3.512","0.03065"
"49.50","3.30","3.529","0.03103"
"50.00","3.33","3.548","0.03142"
"50.50","3.36","3.567","0.03186"
"51.00","3.40","3.588","0.03228"
"51.50","3.43","3.606","0.03266"
"52.00","3.46","3.623","0.03314"
"52.50","3.50","3.638","0.03357"
"53.00","3.53","3.660","0.03392"
"53.50","3.56","3.678","0.03446"
"54.00","3.60","3.693","0.03487"
"54.50","3.63","3.710","0.03525"
"55.00","3.66","3.724","0.03577"
"55.50","3.70","3.746","0.03634"
"56.00","3.73","3.762","0.03682"
"56.50","3.76","3.774","0.03723"
"57.00","3.80","3.791","0.03775"
"57.50","3.83","3.804","0.03816"
"58.00","3.86","3.819","0.03873"
"58.50","3.90","3.836","0.03919"
"59.00","3.93","3.848","0.03980"
"59.50","3.96","3.862","0.04018"
"60.00","4.00","3.876","0.04069"
"60.50","4.03","3.891","0.04116"
"61.00","4.06","3.902","0.04174"
"61.50","4.10","3.914","0.04231"
"62.00","4.13","3.923","0.04277"
"62.50","4.16","3.938","0.04329"
"63.00","4.20","3.950","0.04389"
"63.50","4.23","3.960","0.04434"
"64.00","4.26","3.970","0.04494"
"64.50","4.30","3.981","0.04545"
"64.92","4.32","2.002","0.04369"

