System ID,,"4483J11304"
Method name only,,"Tension_Round_NEW"
Test type,,"Tension"
Sample file name,,"C06APMMA"
Last test date,,"Wednesday, February 9, 2022"
Last test time,,"6:56:33 PM"
Course,,"CEE 300"
Lab Section Number,,"AB6"
Group,,"A"
Material,,"PMMA"
Heat Treatment,,""
Other Information,,""
Crosshead Speed,(mm/min),"4.00"
Geometry,,"Circular"
Gage Diameter,(mm),"8.02"
Grip Diameter,(mm),"12.83"
Rockwell Hardness,,"0.0"
Rockwell Scale,,"<None>"
Extensometer Gage Length,(mm),"25.40"
Final Gage Diameter,(mm),"8.01"
Fracture Notes and Location,,"Flat, brittle, fracture initiation point is shiny."
Notes During Test,,""

Results Table 1
,,"1"
Maximum Force,(kN),"4.008"
Maximum Strain,(%),"5.302"

Time,Displacement,Force,Strain 1
"18.50","1.23","1.343","0.008645"
"19.00","1.26","1.361","0.008746"
"19.50","1.30","1.375","0.008862"
"20.00","1.33","1.387","0.008963"
"20.50","1.36","1.402","0.009088"
"21.00","1.40","1.416","0.009235"
"21.50","1.43","1.430","0.009320"
"22.00","1.46","1.440","0.009374"
"22.50","1.50","1.454","0.009428"
"23.00","1.53","1.470","0.009626"
"23.50","1.56","1.479","0.009674"
"24.00","1.60","1.496","0.009851"
"24.50","1.63","1.514","0.009944"
"25.00","1.66","1.529","0.01005"
"25.50","1.70","1.546","0.01014"
"26.00","1.73","1.566","0.01029"
"26.50","1.76","1.589","0.01056"
"27.00","1.80","1.609","0.01069"
"27.50","1.83","1.628","0.01082"
"28.00","1.86","1.650","0.01096"
"28.50","1.90","1.672","0.01110"
"29.00","1.93","1.694","0.01127"
"29.50","1.96","1.712","0.01139"
"30.00","2.00","1.734","0.01166"
"30.50","2.03","1.754","0.01181"
"31.00","2.06","1.774","0.01190"
"31.50","2.10","1.792","0.01209"
"32.00","2.13","1.813","0.01223"
"32.50","2.16","1.834","0.01235"
"33.00","2.20","1.854","0.01251"
"33.50","2.23","1.875","0.01264"
"34.00","2.26","1.899","0.01298"
"34.50","2.30","1.922","0.01308"
"35.00","2.33","1.941","0.01325"
"35.50","2.36","1.964","0.01344"
"36.00","2.40","1.987","0.01357"
"36.50","2.43","2.009","0.01381"
"37.00","2.46","2.029","0.01392"
"37.50","2.50","2.052","0.01418"
"38.00","2.53","2.074","0.01432"
"38.50","2.56","2.094","0.01451"
"39.00","2.60","2.118","0.01467"
"39.50","2.63","2.140","0.01486"
"40.00","2.66","2.161","0.01504"
"40.50","2.70","2.181","0.01520"
"41.00","2.73","2.204","0.01538"
"41.50","2.76","2.230","0.01568"
"42.00","2.80","2.251","0.01586"
"42.50","2.83","2.274","0.01605"
"43.00","2.86","2.299","0.01623"
"43.50","2.90","2.321","0.01641"
"44.00","2.93","2.343","0.01673"
"44.50","2.96","2.367","0.01687"
"45.00","3.00","2.390","0.01715"
"45.50","3.03","2.415","0.01729"
"46.00","3.06","2.434","0.01748"
"46.50","3.10","2.459","0.01780"
"47.00","3.13","2.484","0.01802"
"47.50","3.16","2.508","0.01825"
"48.00","3.20","2.531","0.01843"
"48.50","3.23","2.551","0.01864"
"49.00","3.26","2.574","0.01896"
"49.50","3.30","2.597","0.01917"
"50.00","3.33","2.620","0.01940"
"50.50","3.36","2.643","0.01960"
"51.00","3.40","2.665","0.01991"
"51.50","3.43","2.688","0.02016"
"52.00","3.46","2.710","0.02035"
"52.50","3.50","2.732","0.02058"
"53.00","3.53","2.755","0.02083"
"53.50","3.56","2.775","0.02107"
"54.00","3.60","2.797","0.02134"
"54.50","3.63","2.819","0.02170"
"55.00","3.66","2.842","0.02188"
"55.50","3.70","2.862","0.02208"
"56.00","3.73","2.885","0.02242"
"56.50","3.76","2.905","0.02265"
"57.00","3.80","2.925","0.02290"
"57.50","3.83","2.945","0.02326"
"58.00","3.86","2.966","0.02346"
"58.50","3.90","2.987","0.02372"
"59.00","3.93","3.009","0.02399"
"59.50","3.96","3.028","0.02422"
"60.00","4.00","3.048","0.02456"
"60.50","4.03","3.068","0.02490"
"61.00","4.06","3.090","0.02512"
"61.50","4.10","3.109","0.02542"
"62.00","4.13","3.130","0.02571"
"62.50","4.16","3.147","0.02600"
"63.00","4.20","3.166","0.02632"
"63.50","4.23","3.186","0.02659"
"64.00","4.26","3.207","0.02686"
"64.50","4.30","3.225","0.02724"
"65.00","4.33","3.245","0.02757"
"65.50","4.36","3.261","0.02786"
"66.00","4.40","3.282","0.02816"
"66.50","4.43","3.300","0.02843"
"67.00","4.46","3.318","0.02877"
"67.50","4.50","3.336","0.02916"
"68.00","4.53","3.355","0.02946"
"68.50","4.56","3.369","0.02977"
"69.00","4.60","3.387","0.03008"
"69.50","4.63","3.405","0.03042"
"70.00","4.66","3.422","0.03082"
"70.50","4.70","3.440","0.03118"
"71.00","4.73","3.453","0.03149"
"71.50","4.76","3.470","0.03178"
"72.00","4.80","3.487","0.03212"
"72.50","4.83","3.503","0.03252"
"73.00","4.86","3.518","0.03290"
"73.50","4.90","3.536","0.03321"
"74.00","4.93","3.550","0.03357"
"74.50","4.96","3.563","0.03400"
"75.00","5.00","3.580","0.03433"
"75.50","5.03","3.594","0.03471"
"76.00","5.06","3.610","0.03516"
"76.50","5.10","3.622","0.03549"
"77.00","5.13","3.637","0.03582"
"77.50","5.16","3.653","0.03632"
"78.00","5.20","3.667","0.03669"
"78.50","5.23","3.678","0.03706"
"79.00","5.26","3.693","0.03747"
"79.50","5.30","3.705","0.03781"
"80.00","5.33","3.720","0.03833"
"80.50","5.36","3.733","0.03871"
"81.00","5.40","3.742","0.03909"
"81.50","5.43","3.756","0.03952"
"82.00","5.46","3.769","0.03990"
"82.50","5.50","3.781","0.04038"
"83.00","5.53","3.791","0.04085"
"83.50","5.56","3.804","0.04124"
"84.00","5.60","3.816","0.04165"
"84.50","5.63","3.826","0.04219"
"85.00","5.66","3.837","0.04262"
"85.50","5.70","3.846","0.04306"
"86.00","5.73","3.859","0.04348"
"86.50","5.76","3.866","0.04394"
"87.00","5.80","3.877","0.04448"
"87.50","5.83","3.887","0.04498"
"88.00","5.86","3.898","0.04540"
"88.50","5.90","3.905","0.04590"
"89.00","5.93","3.915","0.04635"
"89.50","5.96","3.924","0.04681"
"90.00","6.00","3.931","0.04739"
"90.50","6.03","3.941","0.04787"
"91.00","6.06","3.948","0.04831"
"91.50","6.10","3.958","0.04881"
"92.00","6.13","3.962","0.04944"
"92.50","6.16","3.969","0.04992"
"93.00","6.20","3.978","0.05040"
"93.50","6.23","3.984","0.05087"
"94.00","6.26","3.989","0.05143"
"94.50","6.30","3.998","0.05203"
"95.00","6.33","4.003","0.05255"
"95.50","6.36","4.008","0.05302"
"95.94","6.39","1.856","0.04049"

