System ID,,"4483J11304"
Method name only,,"Tension_Round_NEW"
Test type,,"Tension"
Sample file name,,"C02A1045CR"
Last test date,,"Monday, February 7, 2022"
Last test time,,"3:02:57 PM"
Course,,"CEE 300"
Lab Section Number,,"AB2"
Group,,"A"
Material,,"1045 Steel"
Heat Treatment,,"Cold Rolled"
Other Information,,""
Crosshead Speed,(mm/min),"4.00"
Geometry,,"Circular"
Gage Diameter,(mm),"7.26"
Grip Diameter,(mm),"12.11"
Rockwell Hardness,,"96.9"
Rockwell Scale,,"HRC"
Extensometer Gage Length,(mm),"25.40"
Final Gage Diameter,(mm),"5.99"
Fracture Notes and Location,,"Cup and cone fracture with shear on the edges. Flat fracture in the center.
"
Notes During Test,,""

Results Table 1
,,"1"
Maximum Force,(kN),"33.46"
Maximum Strain,(%),"16.90"

Time,Displacement,Force,Strain 1
"25.50","1.70","12.34","0.001561"
"26.00","1.73","12.64","0.001597"
"26.50","1.76","12.95","0.001699"
"27.00","1.80","13.25","0.001690"
"27.50","1.83","13.56","0.001700"
"28.00","1.86","13.88","0.001598"
"28.50","1.90","14.20","0.001782"
"29.00","1.93","14.52","0.001805"
"29.50","1.96","14.83","0.001866"
"30.00","2.00","15.16","0.001926"
"30.50","2.03","15.49","0.002038"
"31.00","2.06","15.81","0.002058"
"31.50","2.10","16.15","0.002114"
"32.00","2.13","16.47","0.002137"
"32.50","2.16","16.81","0.002171"
"33.00","2.20","17.14","0.002281"
"33.50","2.23","17.47","0.002288"
"34.00","2.26","17.81","0.002391"
"34.50","2.30","18.15","0.002384"
"35.00","2.33","18.49","0.002504"
"35.50","2.36","18.83","0.002547"
"36.00","2.40","19.16","0.002554"
"36.50","2.43","19.50","0.002603"
"37.00","2.46","19.84","0.002649"
"37.50","2.50","20.18","0.002752"
"38.00","2.53","20.51","0.002805"
"38.50","2.56","20.85","0.002889"
"39.00","2.60","21.18","0.003068"
"39.50","2.63","21.52","0.003162"
"40.00","2.66","21.85","0.003287"
"40.50","2.70","22.18","0.003374"
"41.00","2.73","22.50","0.003549"
"41.50","2.76","22.82","0.003631"
"42.00","2.80","23.14","0.003676"
"42.50","2.83","23.45","0.003895"
"43.00","2.86","23.76","0.003954"
"43.50","2.90","24.06","0.004124"
"44.00","2.93","24.36","0.004351"
"44.50","2.96","24.64","0.004590"
"45.00","3.00","24.93","0.004792"
"45.50","3.03","25.20","0.005051"
"46.00","3.06","25.47","0.005286"
"46.50","3.10","25.73","0.005563"
"47.00","3.13","25.98","0.005811"
"47.50","3.16","26.22","0.006100"
"48.00","3.20","26.46","0.006581"
"48.50","3.23","26.70","0.006833"
"49.00","3.26","26.92","0.007215"
"49.50","3.30","27.14","0.007534"
"50.00","3.33","27.35","0.007902"
"50.50","3.36","27.56","0.008248"
"51.00","3.40","27.77","0.008679"
"51.50","3.43","27.96","0.009167"
"52.00","3.46","28.15","0.009480"
"52.50","3.50","28.34","0.009923"
"53.00","3.53","28.52","0.01034"
"53.50","3.56","28.70","0.01082"
"54.00","3.60","28.87","0.01135"
"54.50","3.63","29.05","0.01165"
"55.00","3.66","29.21","0.01223"
"55.50","3.70","29.38","0.01267"
"56.00","3.73","29.53","0.01316"
"56.50","3.76","29.69","0.01368"
"57.00","3.80","29.85","0.01411"
"57.50","3.83","30.00","0.01466"
"58.00","3.86","30.14","0.01525"
"58.50","3.90","30.29","0.01563"
"59.00","3.93","30.42","0.01627"
"59.50","3.96","30.57","0.01680"
"60.00","4.00","30.70","0.01730"
"60.50","4.03","30.83","0.01781"
"61.00","4.06","30.95","0.01835"
"61.50","4.10","31.07","0.01903"
"62.00","4.13","31.20","0.01949"
"62.50","4.16","31.31","0.02013"
"63.00","4.20","31.43","0.02065"
"63.50","4.23","31.54","0.02109"
"64.00","4.26","31.65","0.02200"
"64.50","4.30","31.75","0.02247"
"65.00","4.33","31.85","0.02302"
"65.50","4.36","31.95","0.02371"
"66.00","4.40","32.04","0.02428"
"66.50","4.43","32.13","0.02490"
"67.00","4.46","32.22","0.02557"
"67.50","4.50","32.30","0.02631"
"68.00","4.53","32.38","0.02693"
"68.50","4.56","32.46","0.02754"
"69.00","4.60","32.54","0.02830"
"69.50","4.63","32.60","0.02906"
"70.00","4.66","32.67","0.02971"
"70.50","4.70","32.73","0.03043"
"71.00","4.73","32.80","0.03117"
"71.50","4.76","32.85","0.03187"
"72.00","4.80","32.90","0.03256"
"72.50","4.83","32.96","0.03332"
"73.00","4.86","33.00","0.03418"
"73.50","4.90","33.05","0.03495"
"74.00","4.93","33.10","0.03570"
"74.50","4.96","33.13","0.03644"
"75.00","5.00","33.17","0.03732"
"75.50","5.03","33.20","0.03821"
"76.00","5.06","33.23","0.03897"
"76.50","5.10","33.26","0.03985"
"77.00","5.13","33.29","0.04066"
"77.50","5.16","33.32","0.04152"
"78.00","5.20","33.34","0.04241"
"78.50","5.23","33.36","0.04332"
"79.00","5.26","33.38","0.04425"
"79.50","5.30","33.39","0.04513"
"80.00","5.33","33.41","0.04604"
"80.50","5.36","33.42","0.04707"
"81.00","5.40","33.43","0.04799"
"81.50","5.43","33.44","0.04889"
"82.00","5.46","33.45","0.04989"
"82.50","5.50","33.46","0.05094"
"83.00","5.53","33.46","0.05191"
"83.50","5.56","33.46","0.05291"
"84.00","5.60","33.46","0.05392"
"84.50","5.63","33.46","0.05495"
"85.00","5.66","33.45","0.05603"
"85.50","5.70","33.45","0.05711"
"86.00","5.73","33.44","0.05818"
"86.50","5.76","33.43","0.05922"
"87.00","5.80","33.42","0.06042"
"87.50","5.83","33.40","0.06152"
"88.00","5.86","33.39","0.06262"
"88.50","5.90","33.38","0.06375"
"89.00","5.93","33.36","0.06491"
"89.50","5.96","33.34","0.06617"
"90.00","6.00","33.31","0.06734"
"90.50","6.03","33.29","0.06853"
"91.00","6.06","33.26","0.06972"
"91.50","6.10","33.23","0.07095"
"92.00","6.13","33.20","0.07217"
"92.50","6.16","33.17","0.07349"
"93.00","6.20","33.13","0.07473"
"93.50","6.23","33.09","0.07600"
"94.00","6.26","33.05","0.07727"
"94.50","6.30","33.01","0.07854"
"95.00","6.33","32.96","0.07990"
"95.50","6.36","32.91","0.08120"
"96.00","6.40","32.86","0.08248"
"96.50","6.43","32.81","0.08377"
"97.00","6.46","32.76","0.08505"
"97.50","6.50","32.71","0.08637"
"98.00","6.53","32.65","0.08778"
"98.50","6.56","32.59","0.08909"
"99.00","6.60","32.52","0.09042"
"99.50","6.63","32.47","0.09172"
"100.00","6.66","32.41","0.09304"
"100.50","6.70","32.34","0.09438"
"101.00","6.73","32.27","0.09570"
"101.50","6.76","32.20","0.09714"
"102.00","6.80","32.13","0.09845"
"102.50","6.83","32.06","0.09978"
"103.00","6.86","31.99","0.1011"
"103.50","6.90","31.92","0.1024"
"104.00","6.93","31.85","0.1038"
"104.50","6.96","31.77","0.1052"
"105.00","7.00","31.69","0.1066"
"105.50","7.03","31.61","0.1079"
"106.00","7.06","31.52","0.1093"
"106.50","7.10","31.45","0.1106"
"107.00","7.13","31.36","0.1119"
"107.50","7.16","31.27","0.1133"
"108.00","7.20","31.19","0.1147"
"108.50","7.23","31.10","0.1160"
"109.00","7.26","31.01","0.1175"
"109.50","7.30","30.92","0.1188"
"110.00","7.33","30.82","0.1202"
"110.50","7.36","30.73","0.1215"
"111.00","7.40","30.63","0.1229"
"111.50","7.43","30.53","0.1242"
"112.00","7.46","30.43","0.1256"
"112.50","7.50","30.33","0.1270"
"113.00","7.53","30.22","0.1284"
"113.50","7.56","30.12","0.1298"
"114.00","7.60","30.01","0.1311"
"114.50","7.63","29.89","0.1326"
"115.00","7.66","29.78","0.1340"
"115.50","7.70","29.66","0.1353"
"116.00","7.73","29.54","0.1367"
"116.50","7.76","29.43","0.1382"
"117.00","7.80","29.30","0.1395"
"117.50","7.83","29.17","0.1409"
"118.00","7.86","29.04","0.1423"
"118.50","7.90","28.91","0.1437"
"119.00","7.93","28.78","0.1451"
"119.50","7.96","28.64","0.1465"
"120.00","8.00","28.49","0.1480"
"120.50","8.03","28.32","0.1494"
"121.00","8.06","28.03","0.1510"
"121.08","8.07","6.953","0.1690"

