System ID,,"4483J11304"
Method name only,,"Tension_Round_NEW"
Test type,,"Tension"
Sample file name,,"C07A1045CR"
Last test date,,"Tuesday, February 8, 2022"
Last test time,,"1:04:10 PM"
Course,,"CEE300"
Lab Section Number,,"AB07"
Group,,"A"
Material,,"1045 Steel"
Heat Treatment,,"Cold Rolled"
Other Information,,""
Crosshead Speed,(mm/min),"4.00"
Geometry,,"Circular"
Gage Diameter,(mm),"7.34"
Grip Diameter,(mm),"12.94"
Rockwell Hardness,,"95.6"
Rockwell Scale,,"HRB"
Extensometer Gage Length,(mm),"25.40"
Final Gage Diameter,(mm),"5.74"
Fracture Notes and Location,,"Cup and cone fracture present, Ductile propertis, More grainy than normalized 1045 steel "
Notes During Test,,"Reached a higher strength than th normalized 1045 steel. Checked by Pablo"

Results Table 1
,,"1"
Maximum Force,(kN),"33.23"
Maximum Strain,(%),"16.99"

Time,Displacement,Force,Strain 1
"18.50","1.23","10.86","0.0009717"
"19.00","1.26","11.14","0.0009248"
"19.50","1.30","11.44","0.0009484"
"20.00","1.33","11.73","0.001052"
"20.50","1.36","12.03","0.001077"
"21.00","1.40","12.34","0.001104"
"21.50","1.43","12.64","0.001159"
"22.00","1.46","12.94","0.001177"
"22.50","1.50","13.25","0.001181"
"23.00","1.53","13.57","0.001227"
"23.50","1.56","13.88","0.001208"
"24.00","1.60","14.20","0.001246"
"24.50","1.63","14.51","0.001189"
"25.00","1.66","14.83","0.001304"
"25.50","1.70","15.15","0.001312"
"26.00","1.73","15.48","0.001293"
"26.50","1.76","15.80","0.001427"
"27.00","1.80","16.13","0.001446"
"27.50","1.83","16.47","0.001435"
"28.00","1.86","16.80","0.001481"
"28.50","1.90","17.12","0.001545"
"29.00","1.93","17.45","0.001567"
"29.50","1.96","17.80","0.001639"
"30.00","2.00","18.13","0.001710"
"30.50","2.03","18.46","0.001719"
"31.00","2.06","18.79","0.001762"
"31.50","2.10","19.13","0.001806"
"32.00","2.13","19.47","0.001834"
"32.50","2.16","19.80","0.001978"
"33.00","2.20","20.14","0.002045"
"33.50","2.23","20.47","0.002261"
"34.00","2.26","20.80","0.002278"
"34.50","2.30","21.10","0.002291"
"35.00","2.33","21.45","0.002414"
"35.50","2.36","21.78","0.002602"
"36.00","2.40","22.10","0.002754"
"36.50","2.43","22.43","0.002764"
"37.00","2.46","22.74","0.002854"
"37.50","2.50","23.06","0.003067"
"38.00","2.53","23.37","0.003165"
"38.50","2.56","23.68","0.003369"
"39.00","2.60","23.98","0.003561"
"39.50","2.63","24.27","0.003776"
"40.00","2.66","24.55","0.003950"
"40.50","2.70","24.83","0.004251"
"41.00","2.73","25.10","0.004455"
"41.50","2.76","25.37","0.004667"
"42.00","2.80","25.63","0.004866"
"42.50","2.83","25.88","0.005234"
"43.00","2.86","26.12","0.005474"
"43.50","2.90","26.37","0.005810"
"44.00","2.93","26.60","0.006151"
"44.50","2.96","26.82","0.006444"
"45.00","3.00","27.05","0.006772"
"45.50","3.03","27.26","0.007067"
"46.00","3.06","27.47","0.007557"
"46.50","3.10","27.68","0.007955"
"47.00","3.13","27.87","0.008294"
"47.50","3.16","28.07","0.008742"
"48.00","3.20","28.26","0.009049"
"48.50","3.23","28.43","0.009567"
"49.00","3.26","28.62","0.009860"
"49.50","3.30","28.79","0.01043"
"50.00","3.33","28.97","0.01080"
"50.50","3.36","29.13","0.01131"
"51.00","3.40","29.29","0.01172"
"51.50","3.43","29.45","0.01224"
"52.00","3.46","29.61","0.01266"
"52.50","3.50","29.77","0.01320"
"53.00","3.53","29.91","0.01362"
"53.50","3.56","30.06","0.01416"
"54.00","3.60","30.20","0.01468"
"54.50","3.63","30.34","0.01518"
"55.00","3.66","30.48","0.01584"
"55.50","3.70","30.60","0.01620"
"56.00","3.73","30.74","0.01680"
"56.50","3.76","30.86","0.01732"
"57.00","3.80","30.98","0.01778"
"57.50","3.83","31.10","0.01841"
"58.00","3.86","31.21","0.01902"
"58.50","3.90","31.33","0.01946"
"59.00","3.93","31.43","0.02000"
"59.50","3.96","31.54","0.02071"
"60.00","4.00","31.64","0.02131"
"60.50","4.03","31.74","0.02200"
"61.00","4.06","31.83","0.02260"
"61.50","4.10","31.92","0.02303"
"62.00","4.13","32.01","0.02374"
"62.50","4.16","32.09","0.02436"
"63.00","4.20","32.17","0.02505"
"63.50","4.23","32.25","0.02568"
"64.00","4.26","32.32","0.02622"
"64.50","4.30","32.39","0.02702"
"65.00","4.33","32.46","0.02773"
"65.50","4.36","32.52","0.02848"
"66.00","4.40","32.58","0.02912"
"66.50","4.43","32.64","0.02991"
"67.00","4.46","32.69","0.03050"
"67.50","4.50","32.74","0.03131"
"68.00","4.53","32.79","0.03203"
"68.50","4.56","32.83","0.03287"
"69.00","4.60","32.88","0.03361"
"69.50","4.63","32.92","0.03445"
"70.00","4.66","32.95","0.03520"
"70.50","4.70","32.99","0.03604"
"71.00","4.73","33.01","0.03681"
"71.50","4.76","33.04","0.03764"
"72.00","4.80","33.07","0.03846"
"72.50","4.83","33.09","0.03924"
"73.00","4.86","33.12","0.04018"
"73.50","4.90","33.13","0.04112"
"74.00","4.93","33.15","0.04195"
"74.50","4.96","33.17","0.04281"
"75.00","5.00","33.18","0.04382"
"75.50","5.03","33.19","0.04466"
"76.00","5.06","33.20","0.04569"
"76.50","5.10","33.21","0.04643"
"77.00","5.13","33.22","0.04752"
"77.50","5.16","33.22","0.04847"
"78.00","5.20","33.23","0.04948"
"78.50","5.23","33.23","0.05040"
"79.00","5.26","33.23","0.05134"
"79.50","5.30","33.23","0.05247"
"80.00","5.33","33.22","0.05338"
"80.50","5.36","33.22","0.05452"
"81.00","5.40","33.21","0.05550"
"81.50","5.43","33.20","0.05663"
"82.00","5.46","33.19","0.05759"
"82.50","5.50","33.18","0.05875"
"83.00","5.53","33.17","0.05985"
"83.50","5.56","33.16","0.06100"
"84.00","5.60","33.14","0.06212"
"84.50","5.63","33.11","0.06325"
"85.00","5.66","33.09","0.06431"
"85.50","5.70","33.07","0.06556"
"86.00","5.73","33.04","0.06676"
"86.50","5.76","33.02","0.06793"
"87.00","5.80","32.98","0.06922"
"87.50","5.83","32.95","0.07036"
"88.00","5.86","32.91","0.07162"
"88.50","5.90","32.87","0.07285"
"89.00","5.93","32.84","0.07415"
"89.50","5.96","32.79","0.07538"
"90.00","6.00","32.75","0.07670"
"90.50","6.03","32.70","0.07791"
"91.00","6.06","32.65","0.07915"
"91.50","6.10","32.60","0.08051"
"92.00","6.13","32.55","0.08177"
"92.50","6.16","32.49","0.08313"
"93.00","6.20","32.44","0.08439"
"93.50","6.23","32.38","0.08577"
"94.00","6.26","32.31","0.08704"
"94.50","6.30","32.25","0.08839"
"95.00","6.33","32.20","0.08970"
"95.50","6.36","32.13","0.09105"
"96.00","6.40","32.06","0.09244"
"96.50","6.43","31.99","0.09370"
"97.00","6.46","31.92","0.09511"
"97.50","6.50","31.86","0.09639"
"98.00","6.53","31.78","0.09779"
"98.50","6.56","31.71","0.09908"
"99.00","6.60","31.63","0.1005"
"99.50","6.63","31.55","0.1018"
"100.00","6.66","31.47","0.1032"
"100.50","6.70","31.39","0.1045"
"101.00","6.73","31.31","0.1058"
"101.50","6.76","31.23","0.1072"
"102.00","6.80","31.14","0.1085"
"102.50","6.83","31.05","0.1099"
"103.00","6.86","30.96","0.1113"
"103.50","6.90","30.88","0.1127"
"104.00","6.93","30.78","0.1140"
"104.50","6.96","30.69","0.1153"
"105.00","7.00","30.59","0.1168"
"105.50","7.03","30.49","0.1181"
"106.00","7.06","30.40","0.1195"
"106.50","7.10","30.29","0.1209"
"107.00","7.13","30.19","0.1222"
"107.50","7.16","30.08","0.1236"
"108.00","7.20","29.97","0.1250"
"108.50","7.23","29.86","0.1263"
"109.00","7.26","29.75","0.1278"
"109.50","7.30","29.63","0.1292"
"110.00","7.33","29.51","0.1305"
"110.50","7.36","29.39","0.1320"
"111.00","7.40","29.26","0.1333"
"111.50","7.43","29.13","0.1347"
"112.00","7.46","29.00","0.1362"
"112.50","7.50","28.86","0.1376"
"113.00","7.53","28.72","0.1389"
"113.50","7.56","28.56","0.1405"
"114.00","7.60","28.37","0.1419"
"114.44","7.62","7.695","0.1699"

