System ID,,"4483J11304"
Method name only,,"Tension_Round_NEW"
Test type,,"Tension"
Sample file name,,"C04A1045CR"
Last test date,,"Thursday, February 10, 2022"
Last test time,,"1:12:04 PM"
Course,,"CEE 300"
Lab Section Number,,"4"
Group,,"A"
Material,,"1045"
Heat Treatment,,"CR"
Other Information,,""
Crosshead Speed,(mm/min),"4.00"
Geometry,,"Circular"
Gage Diameter,(mm),"7.17"
Grip Diameter,(mm),"12.77"
Rockwell Hardness,,"96.9"
Rockwell Scale,,"HRB"
Extensometer Gage Length,(mm),"25.40"
Final Gage Diameter,(mm),"5.98"
Fracture Notes and Location,,"higher load before failure than normalized - strain at failure lower than normalized - normalized has clear cup and cone fracture surface - coldrolled also had ductile failure surface"
Notes During Test,,""

Results Table 1
,,"1"
Maximum Force,(kN),"33.09"
Maximum Strain,(%),"15.84"

Time,Displacement,Force,Strain 1
"23.50","1.56","15.40","0.001801"
"24.00","1.60","15.73","0.001925"
"24.50","1.63","16.05","0.001962"
"25.00","1.66","16.39","0.001940"
"25.50","1.70","16.72","0.002057"
"26.00","1.73","17.05","0.002097"
"26.50","1.76","17.39","0.002139"
"27.00","1.80","17.72","0.002160"
"27.50","1.83","18.06","0.002255"
"28.00","1.86","18.40","0.002309"
"28.50","1.90","18.73","0.002378"
"29.00","1.93","19.07","0.002433"
"29.50","1.96","19.41","0.002553"
"30.00","2.00","19.75","0.002585"
"30.50","2.03","20.08","0.002677"
"31.00","2.06","20.42","0.002773"
"31.50","2.10","20.76","0.002833"
"32.00","2.13","21.09","0.002952"
"32.50","2.16","21.42","0.002970"
"33.00","2.20","21.75","0.003143"
"33.50","2.23","22.07","0.003271"
"34.00","2.26","22.40","0.003331"
"34.50","2.30","22.72","0.003506"
"35.00","2.33","23.03","0.003641"
"35.50","2.36","23.34","0.003821"
"36.00","2.40","23.65","0.004042"
"36.50","2.43","23.95","0.004223"
"37.00","2.46","24.24","0.004309"
"37.50","2.50","24.53","0.004624"
"38.00","2.53","24.80","0.004832"
"38.50","2.56","25.07","0.005012"
"39.00","2.60","25.34","0.005199"
"39.50","2.63","25.59","0.005508"
"40.00","2.66","25.84","0.005828"
"40.50","2.70","26.09","0.006158"
"41.00","2.73","26.32","0.006485"
"41.50","2.76","26.54","0.006688"
"42.00","2.80","26.76","0.007117"
"42.50","2.83","26.98","0.007548"
"43.00","2.86","27.19","0.007851"
"43.50","2.90","27.40","0.008198"
"44.00","2.93","27.59","0.008574"
"44.50","2.96","27.78","0.009083"
"45.00","3.00","27.97","0.009501"
"45.50","3.03","28.16","0.009860"
"46.00","3.06","28.34","0.01031"
"46.50","3.10","28.51","0.01069"
"47.00","3.13","28.68","0.01116"
"47.50","3.16","28.85","0.01163"
"48.00","3.20","29.01","0.01216"
"48.50","3.23","29.17","0.01260"
"49.00","3.26","29.33","0.01296"
"49.50","3.30","29.48","0.01349"
"50.00","3.33","29.63","0.01411"
"50.50","3.36","29.78","0.01447"
"51.00","3.40","29.92","0.01495"
"51.50","3.43","30.06","0.01549"
"52.00","3.46","30.20","0.01590"
"52.50","3.50","30.33","0.01653"
"53.00","3.53","30.46","0.01702"
"53.50","3.56","30.59","0.01751"
"54.00","3.60","30.71","0.01812"
"54.50","3.63","30.83","0.01857"
"55.00","3.66","30.95","0.01909"
"55.50","3.70","31.06","0.01981"
"56.00","3.73","31.17","0.02030"
"56.50","3.76","31.28","0.02084"
"57.00","3.80","31.38","0.02141"
"57.50","3.83","31.48","0.02210"
"58.00","3.86","31.58","0.02265"
"58.50","3.90","31.67","0.02324"
"59.00","3.93","31.76","0.02383"
"59.50","3.96","31.85","0.02440"
"60.00","4.00","31.93","0.02507"
"60.50","4.03","32.01","0.02579"
"61.00","4.06","32.09","0.02641"
"61.50","4.10","32.16","0.02705"
"62.00","4.13","32.23","0.02773"
"62.50","4.16","32.29","0.02837"
"63.00","4.20","32.36","0.02917"
"63.50","4.23","32.42","0.02981"
"64.00","4.26","32.47","0.03051"
"64.50","4.30","32.53","0.03118"
"65.00","4.33","32.58","0.03192"
"65.50","4.36","32.63","0.03273"
"66.00","4.40","32.67","0.03345"
"66.50","4.43","32.72","0.03412"
"67.00","4.46","32.75","0.03497"
"67.50","4.50","32.79","0.03575"
"68.00","4.53","32.83","0.03650"
"68.50","4.56","32.86","0.03729"
"69.00","4.60","32.89","0.03816"
"69.50","4.63","32.91","0.03898"
"70.00","4.66","32.94","0.03978"
"70.50","4.70","32.97","0.04059"
"71.00","4.73","32.98","0.04144"
"71.50","4.76","33.00","0.04240"
"72.00","4.80","33.02","0.04323"
"72.50","4.83","33.03","0.04409"
"73.00","4.86","33.05","0.04498"
"73.50","4.90","33.06","0.04591"
"74.00","4.93","33.07","0.04688"
"74.50","4.96","33.07","0.04781"
"75.00","5.00","33.08","0.04868"
"75.50","5.03","33.08","0.04962"
"76.00","5.06","33.08","0.05068"
"76.50","5.10","33.09","0.05163"
"77.00","5.13","33.09","0.05261"
"77.50","5.16","33.08","0.05358"
"78.00","5.20","33.08","0.05468"
"78.50","5.23","33.07","0.05575"
"79.00","5.26","33.07","0.05674"
"79.50","5.30","33.05","0.05785"
"80.00","5.33","33.05","0.05888"
"80.50","5.36","33.03","0.06002"
"81.00","5.40","33.01","0.06112"
"81.50","5.43","33.00","0.06221"
"82.00","5.46","32.97","0.06336"
"82.50","5.50","32.96","0.06451"
"83.00","5.53","32.93","0.06571"
"83.50","5.56","32.90","0.06691"
"84.00","5.60","32.87","0.06810"
"84.50","5.63","32.84","0.06927"
"85.00","5.66","32.82","0.07047"
"85.50","5.70","32.77","0.07176"
"86.00","5.73","32.74","0.07300"
"86.50","5.76","32.69","0.07425"
"87.00","5.80","32.65","0.07548"
"87.50","5.83","32.62","0.07675"
"88.00","5.86","32.56","0.07804"
"88.50","5.90","32.52","0.07934"
"89.00","5.93","32.46","0.08070"
"89.50","5.96","32.41","0.08197"
"90.00","6.00","32.36","0.08324"
"90.50","6.03","32.30","0.08454"
"91.00","6.06","32.25","0.08596"
"91.50","6.10","32.19","0.08724"
"92.00","6.13","32.13","0.08855"
"92.50","6.16","32.06","0.08989"
"93.00","6.20","32.00","0.09118"
"93.50","6.23","31.93","0.09261"
"94.00","6.26","31.86","0.09393"
"94.50","6.30","31.80","0.09524"
"95.00","6.33","31.73","0.09656"
"95.50","6.36","31.65","0.09800"
"96.00","6.40","31.58","0.09932"
"96.50","6.43","31.50","0.1006"
"97.00","6.46","31.43","0.1020"
"97.50","6.50","31.35","0.1033"
"98.00","6.53","31.27","0.1048"
"98.50","6.56","31.19","0.1061"
"99.00","6.60","31.11","0.1074"
"99.50","6.63","31.03","0.1088"
"100.00","6.66","30.94","0.1101"
"100.50","6.70","30.85","0.1116"
"101.00","6.73","30.76","0.1129"
"101.50","6.76","30.67","0.1142"
"102.00","6.80","30.58","0.1156"
"102.50","6.83","30.48","0.1170"
"103.00","6.86","30.39","0.1184"
"103.50","6.90","30.29","0.1198"
"104.00","6.93","30.18","0.1211"
"104.50","6.96","30.09","0.1225"
"105.00","7.00","29.98","0.1239"
"105.50","7.03","29.87","0.1253"
"106.00","7.06","29.76","0.1267"
"106.50","7.10","29.65","0.1281"
"107.00","7.13","29.54","0.1295"
"107.50","7.16","29.42","0.1309"
"108.00","7.20","29.30","0.1322"
"108.50","7.23","29.18","0.1336"
"109.00","7.26","29.05","0.1351"
"109.50","7.30","28.92","0.1365"
"110.00","7.33","28.79","0.1379"
"110.50","7.36","28.65","0.1393"
"111.00","7.40","28.51","0.1407"
"111.50","7.43","28.36","0.1421"
"112.00","7.46","28.20","0.1435"
"112.50","7.50","28.04","0.1449"
"113.00","7.53","27.87","0.1465"
"113.50","7.56","27.69","0.1479"
"114.00","7.60","27.48","0.1494"
"114.42","7.62","5.629","0.1584"

