System ID,,"4483J11304"
Method name only,,"Tension_Round_NEW"
Test type,,"Tension"
Sample file name,,"C03A1045CR"
Last test date,,"Wednesday, February 9, 2022"
Last test time,,"11:13:58 AM"
Course,,"C"
Lab Section Number,,"03"
Group,,"A"
Material,,"1045"
Heat Treatment,,"CR"
Other Information,,""
Crosshead Speed,(mm/min),"4.00"
Geometry,,"Circular"
Gage Diameter,(mm),"7.21"
Grip Diameter,(mm),"12.76"
Rockwell Hardness,,"95.7"
Rockwell Scale,,"HRB"
Extensometer Gage Length,(mm),"25.40"
Final Gage Diameter,(mm),"5.98"
Fracture Notes and Location,,"cold rolled failed. Ultimate stress was greater for cold rolled compared to normailized. Strain at failure was greater for normalized compared to colled rolled. Cup and cone fracture for normalized. shear fracture was seen for cold rolled"
Notes During Test,,""

Results Table 1
,,"1"
Maximum Force,(kN),"31.88"
Maximum Strain,(%),"16.73"

Time,Displacement,Force,Strain 1
"74.00","4.93","30.81","0.02618"
"74.50","4.96","30.89","0.02680"
"75.00","5.00","30.96","0.02752"
"75.50","5.03","31.03","0.02809"
"76.00","5.06","31.09","0.02882"
"76.50","5.10","31.15","0.02943"
"77.00","5.13","31.21","0.03021"
"77.50","5.16","31.26","0.03095"
"78.00","5.20","31.31","0.03161"
"78.50","5.23","31.36","0.03239"
"79.00","5.26","31.40","0.03306"
"79.50","5.30","31.45","0.03388"
"80.00","5.33","31.49","0.03460"
"80.50","5.36","31.53","0.03543"
"81.00","5.40","31.56","0.03618"
"81.50","5.43","31.59","0.03703"
"82.00","5.46","31.63","0.03781"
"82.50","5.50","31.66","0.03873"
"83.00","5.53","31.68","0.03943"
"83.50","5.56","31.71","0.04036"
"84.00","5.60","31.73","0.04118"
"84.50","5.63","31.75","0.04195"
"85.00","5.66","31.77","0.04289"
"85.50","5.70","31.79","0.04381"
"86.00","5.73","31.80","0.04475"
"86.50","5.76","31.82","0.04561"
"87.00","5.80","31.83","0.04657"
"87.50","5.83","31.84","0.04748"
"88.00","5.86","31.85","0.04848"
"88.50","5.90","31.86","0.04938"
"89.00","5.93","31.86","0.05035"
"89.50","5.96","31.87","0.05137"
"90.00","6.00","31.87","0.05241"
"90.50","6.03","31.87","0.05334"
"91.00","6.06","31.88","0.05440"
"91.50","6.10","31.87","0.05543"
"92.00","6.13","31.87","0.05644"
"92.50","6.16","31.87","0.05757"
"93.00","6.20","31.86","0.05865"
"93.50","6.23","31.86","0.05966"
"94.00","6.26","31.85","0.06084"
"94.50","6.30","31.84","0.06191"
"95.00","6.33","31.83","0.06305"
"95.50","6.36","31.82","0.06417"
"96.00","6.40","31.80","0.06529"
"96.50","6.43","31.80","0.06653"
"97.00","6.46","31.78","0.06767"
"97.50","6.50","31.76","0.06891"
"98.00","6.53","31.74","0.07002"
"98.50","6.56","31.72","0.07129"
"99.00","6.60","31.69","0.07246"
"99.50","6.63","31.67","0.07371"
"100.00","6.66","31.64","0.07495"
"100.50","6.70","31.61","0.07617"
"101.00","6.73","31.58","0.07749"
"101.50","6.76","31.55","0.07876"
"102.00","6.80","31.52","0.08003"
"102.50","6.83","31.48","0.08131"
"103.00","6.86","31.44","0.08261"
"103.50","6.90","31.40","0.08393"
"104.00","6.93","31.36","0.08515"
"104.50","6.96","31.31","0.08651"
"105.00","7.00","31.27","0.08775"
"105.50","7.03","31.23","0.08915"
"106.00","7.06","31.17","0.09042"
"106.50","7.10","31.12","0.09178"
"107.00","7.13","31.07","0.09303"
"107.50","7.16","31.02","0.09442"
"108.00","7.20","30.96","0.09571"
"108.50","7.23","30.91","0.09709"
"109.00","7.26","30.85","0.09834"
"109.50","7.30","30.79","0.09974"
"110.00","7.33","30.73","0.1011"
"110.50","7.36","30.66","0.1024"
"111.00","7.40","30.60","0.1038"
"111.50","7.43","30.53","0.1051"
"112.00","7.46","30.46","0.1065"
"112.50","7.50","30.39","0.1078"
"113.00","7.53","30.32","0.1092"
"113.50","7.56","30.25","0.1105"
"114.00","7.60","30.18","0.1119"
"114.50","7.63","30.10","0.1132"
"115.00","7.66","30.02","0.1146"
"115.50","7.70","29.94","0.1159"
"116.00","7.73","29.86","0.1173"
"116.50","7.76","29.78","0.1186"
"117.00","7.80","29.69","0.1200"
"117.50","7.83","29.60","0.1213"
"118.00","7.86","29.52","0.1227"
"118.50","7.90","29.43","0.1240"
"119.00","7.93","29.34","0.1255"
"119.50","7.96","29.24","0.1268"
"120.00","8.00","29.14","0.1282"
"120.50","8.03","29.04","0.1295"
"121.00","8.06","28.94","0.1310"
"121.50","8.10","28.84","0.1323"
"122.00","8.13","28.74","0.1337"
"122.50","8.16","28.63","0.1350"
"123.00","8.20","28.51","0.1365"
"123.50","8.23","28.40","0.1378"
"124.00","8.26","28.28","0.1393"
"124.50","8.30","28.16","0.1407"
"125.00","8.33","28.03","0.1420"
"125.50","8.36","27.91","0.1435"
"126.00","8.40","27.77","0.1448"
"126.50","8.43","27.64","0.1463"
"127.00","8.46","27.49","0.1477"
"127.50","8.50","27.33","0.1491"
"127.88","8.52","4.256","0.1673"

