System ID,,"4483J11304"
Method name only,,"Tension_Round_NEW"
Test type,,"Tension"
Sample file name,,"C06A1045CR"
Last test date,,"Wednesday, February 9, 2022"
Last test time,,"6:00:11 PM"
Course,,"CEE 300"
Lab Section Number,,"AB6"
Group,,"A"
Material,,"1045 Steel"
Heat Treatment,,"Cold Rolled"
Other Information,,""
Crosshead Speed,(mm/min),"4.00"
Geometry,,"Circular"
Gage Diameter,(mm),"7.17"
Grip Diameter,(mm),"12.70"
Rockwell Hardness,,"96.3"
Rockwell Scale,,"HRB"
Extensometer Gage Length,(mm),"25.40"
Final Gage Diameter,(mm),"6.10"
Fracture Notes and Location,,"Cup and cone fracture. Ductile. "
Notes During Test,,""

Results Table 1
,,"1"
Maximum Force,(kN),"32.98"
Maximum Strain,(%),"16.82"

Time,Displacement,Force,Strain 1
"59.50","3.96","27.61","0.009133"
"60.00","4.00","27.80","0.009606"
"60.50","4.03","27.97","0.01016"
"61.00","4.06","28.14","0.01050"
"61.50","4.10","28.31","0.01095"
"62.00","4.13","28.47","0.01135"
"62.50","4.16","28.64","0.01186"
"63.00","4.20","28.79","0.01241"
"63.50","4.23","28.95","0.01282"
"64.00","4.26","29.10","0.01333"
"64.50","4.30","29.25","0.01382"
"65.00","4.33","29.39","0.01429"
"65.50","4.36","29.53","0.01477"
"66.00","4.40","29.67","0.01534"
"66.50","4.43","29.81","0.01585"
"67.00","4.46","29.94","0.01635"
"67.50","4.50","30.07","0.01687"
"68.00","4.53","30.20","0.01741"
"68.50","4.56","30.33","0.01789"
"69.00","4.60","30.45","0.01850"
"69.50","4.63","30.57","0.01908"
"70.00","4.66","30.68","0.01955"
"70.50","4.70","30.80","0.02021"
"71.00","4.73","30.90","0.02077"
"71.50","4.76","31.01","0.02135"
"72.00","4.80","31.12","0.02191"
"72.50","4.83","31.22","0.02248"
"73.00","4.86","31.32","0.02320"
"73.50","4.90","31.41","0.02369"
"74.00","4.93","31.50","0.02438"
"74.50","4.96","31.60","0.02495"
"75.00","5.00","31.69","0.02561"
"75.50","5.03","31.76","0.02632"
"76.00","5.06","31.84","0.02685"
"76.50","5.10","31.92","0.02758"
"77.00","5.13","31.99","0.02821"
"77.50","5.16","32.06","0.02883"
"78.00","5.20","32.13","0.02966"
"78.50","5.23","32.19","0.03036"
"79.00","5.26","32.26","0.03098"
"79.50","5.30","32.31","0.03180"
"80.00","5.33","32.37","0.03252"
"80.50","5.36","32.42","0.03323"
"81.00","5.40","32.47","0.03398"
"81.50","5.43","32.52","0.03472"
"82.00","5.46","32.56","0.03554"
"82.50","5.50","32.60","0.03641"
"83.00","5.53","32.65","0.03715"
"83.50","5.56","32.68","0.03794"
"84.00","5.60","32.71","0.03874"
"84.50","5.63","32.74","0.03955"
"85.00","5.66","32.77","0.04054"
"85.50","5.70","32.80","0.04138"
"86.00","5.73","32.82","0.04217"
"86.50","5.76","32.85","0.04307"
"87.00","5.80","32.87","0.04399"
"87.50","5.83","32.88","0.04484"
"88.00","5.86","32.90","0.04582"
"88.50","5.90","32.92","0.04667"
"89.00","5.93","32.94","0.04760"
"89.50","5.96","32.94","0.04867"
"90.00","6.00","32.95","0.04956"
"90.50","6.03","32.96","0.05053"
"91.00","6.06","32.97","0.05153"
"91.50","6.10","32.97","0.05261"
"92.00","6.13","32.97","0.05361"
"92.50","6.16","32.97","0.05459"
"93.00","6.20","32.98","0.05566"
"93.50","6.23","32.97","0.05674"
"94.00","6.26","32.97","0.05786"
"94.50","6.30","32.96","0.05890"
"95.00","6.33","32.95","0.06001"
"95.50","6.36","32.94","0.06112"
"96.00","6.40","32.94","0.06229"
"96.50","6.43","32.92","0.06345"
"97.00","6.46","32.90","0.06454"
"97.50","6.50","32.89","0.06574"
"98.00","6.53","32.87","0.06700"
"98.50","6.56","32.85","0.06809"
"99.00","6.60","32.82","0.06933"
"99.50","6.63","32.79","0.07061"
"100.00","6.66","32.77","0.07180"
"100.50","6.70","32.74","0.07303"
"101.00","6.73","32.71","0.07429"
"101.50","6.76","32.67","0.07561"
"102.00","6.80","32.63","0.07688"
"102.50","6.83","32.60","0.07814"
"103.00","6.86","32.56","0.07938"
"103.50","6.90","32.51","0.08075"
"104.00","6.93","32.47","0.08205"
"104.50","6.96","32.42","0.08334"
"105.00","7.00","32.37","0.08462"
"105.50","7.03","32.32","0.08602"
"106.00","7.06","32.27","0.08731"
"106.50","7.10","32.22","0.08862"
"107.00","7.13","32.16","0.08994"
"107.50","7.16","32.10","0.09123"
"108.00","7.20","32.04","0.09267"
"108.50","7.23","31.99","0.09398"
"109.00","7.26","31.92","0.09531"
"109.50","7.30","31.86","0.09661"
"110.00","7.33","31.79","0.09802"
"110.50","7.36","31.72","0.09935"
"111.00","7.40","31.66","0.1007"
"111.50","7.43","31.59","0.1020"
"112.00","7.46","31.52","0.1033"
"112.50","7.50","31.44","0.1048"
"113.00","7.53","31.37","0.1061"
"113.50","7.56","31.30","0.1074"
"114.00","7.60","31.22","0.1088"
"114.50","7.63","31.14","0.1101"
"115.00","7.66","31.06","0.1115"
"115.50","7.70","30.99","0.1129"
"116.00","7.73","30.90","0.1142"
"116.50","7.76","30.82","0.1155"
"117.00","7.80","30.74","0.1169"
"117.50","7.83","30.65","0.1182"
"118.00","7.86","30.56","0.1197"
"118.50","7.90","30.47","0.1210"
"119.00","7.93","30.37","0.1224"
"119.50","7.96","30.28","0.1237"
"120.00","8.00","30.18","0.1251"
"120.50","8.03","30.08","0.1265"
"121.00","8.06","29.98","0.1279"
"121.50","8.10","29.88","0.1293"
"122.00","8.13","29.78","0.1306"
"122.50","8.16","29.68","0.1320"
"123.00","8.20","29.57","0.1334"
"123.50","8.23","29.46","0.1348"
"124.00","8.26","29.34","0.1361"
"124.50","8.30","29.23","0.1375"
"125.00","8.33","29.11","0.1390"
"125.50","8.36","29.00","0.1404"
"126.00","8.40","28.87","0.1418"
"126.50","8.43","28.75","0.1432"
"127.00","8.46","28.61","0.1446"
"127.50","8.50","28.48","0.1460"
"128.00","8.53","28.34","0.1474"
"128.50","8.56","28.19","0.1488"
"129.00","8.60","28.03","0.1503"
"129.46","8.63","4.646","0.1682"

