System ID,,"4483J11304"
Method name only,,"Tension_Round_NEW"
Test type,,"Tension"
Sample file name,,"C01A1045CR"
Last test date,,"Monday, February 7, 2022"
Last test time,,"11:03:11 AM"
Course,,"CEE300"
Lab Section Number,,"AB01"
Group,,"A"
Material,,"STEELS1045"
Heat Treatment,,"CR"
Other Information,,""
Crosshead Speed,(mm/min),"4.00"
Geometry,,"Circular"
Gage Diameter,(mm),"7.25"
Grip Diameter,(mm),"12.78"
Rockwell Hardness,,"96.3"
Rockwell Scale,,"HRB"
Extensometer Gage Length,(mm),"25.40"
Final Gage Diameter,(mm),"5.54"
Fracture Notes and Location,,"Cup and cone. Necking. "
Notes During Test,,""

Results Table 1
,,"1"
Maximum Force,(kN),"32.53"
Maximum Strain,(%),"16.14"

Time,Displacement,Force,Strain 1
"20.00","1.33","10.76","0.001284"
"20.50","1.36","11.06","0.001252"
"21.00","1.40","11.34","0.001288"
"21.50","1.43","11.63","0.001338"
"22.00","1.46","11.93","0.001459"
"22.50","1.50","12.23","0.001468"
"23.00","1.53","12.53","0.001487"
"23.50","1.56","12.84","0.001490"
"24.00","1.60","13.15","0.001527"
"24.50","1.63","13.46","0.001574"
"25.00","1.66","13.77","0.001555"
"25.50","1.70","14.09","0.001650"
"26.00","1.73","14.41","0.001653"
"26.50","1.76","14.73","0.001817"
"27.00","1.80","15.06","0.001825"
"27.50","1.83","15.38","0.001858"
"28.00","1.86","15.71","0.001897"
"28.50","1.90","16.04","0.001997"
"29.00","1.93","16.38","0.001973"
"29.50","1.96","16.71","0.002032"
"30.00","2.00","17.05","0.002067"
"30.50","2.03","17.38","0.002097"
"31.00","2.06","17.72","0.002289"
"31.50","2.10","18.06","0.002296"
"32.00","2.13","18.39","0.002372"
"32.50","2.16","18.73","0.002400"
"33.00","2.20","19.08","0.002447"
"33.50","2.23","19.41","0.002530"
"34.00","2.26","19.75","0.002714"
"34.50","2.30","20.09","0.002711"
"35.00","2.33","20.42","0.002855"
"35.50","2.36","20.75","0.002935"
"36.00","2.40","21.08","0.003005"
"36.50","2.43","21.41","0.003241"
"37.00","2.46","21.73","0.003273"
"37.50","2.50","22.04","0.003381"
"38.00","2.53","22.36","0.003571"
"38.50","2.56","22.67","0.003697"
"39.00","2.60","22.95","0.003911"
"39.50","2.63","23.24","0.004188"
"40.00","2.66","23.55","0.004271"
"40.50","2.70","23.84","0.004572"
"41.00","2.73","24.12","0.004716"
"41.50","2.76","24.40","0.004944"
"42.00","2.80","24.66","0.005298"
"42.50","2.83","24.92","0.005577"
"43.00","2.86","25.17","0.005813"
"43.50","2.90","25.41","0.006227"
"44.00","2.93","25.65","0.006480"
"44.50","2.96","25.88","0.006880"
"45.00","3.00","26.11","0.007275"
"45.50","3.03","26.32","0.007606"
"46.00","3.06","26.53","0.007998"
"46.50","3.10","26.75","0.008367"
"47.00","3.13","26.94","0.008788"
"47.50","3.16","27.14","0.009226"
"48.00","3.20","27.33","0.009659"
"48.50","3.23","27.52","0.01006"
"49.00","3.26","27.70","0.01062"
"49.50","3.30","27.88","0.01093"
"50.00","3.33","28.05","0.01144"
"50.50","3.36","28.22","0.01189"
"51.00","3.40","28.39","0.01237"
"51.50","3.43","28.55","0.01283"
"52.00","3.46","28.70","0.01331"
"52.50","3.50","28.87","0.01383"
"53.00","3.53","29.01","0.01434"
"53.50","3.56","29.17","0.01488"
"54.00","3.60","29.31","0.01537"
"54.50","3.63","29.44","0.01593"
"55.00","3.66","29.59","0.01636"
"55.50","3.70","29.73","0.01699"
"56.00","3.73","29.85","0.01754"
"56.50","3.76","29.98","0.01811"
"57.00","3.80","30.11","0.01861"
"57.50","3.83","30.23","0.01924"
"58.00","3.86","30.35","0.01968"
"58.50","3.90","30.47","0.02027"
"59.00","3.93","30.58","0.02086"
"59.50","3.96","30.69","0.02155"
"60.00","4.00","30.79","0.02215"
"60.50","4.03","30.89","0.02277"
"61.00","4.06","30.99","0.02331"
"61.50","4.10","31.09","0.02395"
"62.00","4.13","31.18","0.02457"
"62.50","4.16","31.27","0.02532"
"63.00","4.20","31.35","0.02598"
"63.50","4.23","31.43","0.02665"
"64.00","4.26","31.51","0.02732"
"64.50","4.30","31.58","0.02797"
"65.00","4.33","31.65","0.02869"
"65.50","4.36","31.71","0.02940"
"66.00","4.40","31.78","0.03008"
"66.50","4.43","31.84","0.03084"
"67.00","4.46","31.90","0.03163"
"67.50","4.50","31.95","0.03237"
"68.00","4.53","32.01","0.03315"
"68.50","4.56","32.05","0.03392"
"69.00","4.60","32.10","0.03472"
"69.50","4.63","32.14","0.03547"
"70.00","4.66","32.18","0.03629"
"70.50","4.70","32.22","0.03707"
"71.00","4.73","32.25","0.03800"
"71.50","4.76","32.28","0.03888"
"72.00","4.80","32.32","0.03969"
"72.50","4.83","32.34","0.04053"
"73.00","4.86","32.37","0.04145"
"73.50","4.90","32.39","0.04227"
"74.00","4.93","32.41","0.04328"
"74.50","4.96","32.43","0.04420"
"75.00","5.00","32.45","0.04512"
"75.50","5.03","32.47","0.04603"
"76.00","5.06","32.48","0.04698"
"76.50","5.10","32.49","0.04797"
"77.00","5.13","32.50","0.04888"
"77.50","5.16","32.50","0.04985"
"78.00","5.20","32.52","0.05087"
"78.50","5.23","32.52","0.05181"
"79.00","5.26","32.52","0.05288"
"79.50","5.30","32.53","0.05400"
"80.00","5.33","32.53","0.05503"
"80.50","5.36","32.53","0.05607"
"81.00","5.40","32.53","0.05713"
"81.50","5.43","32.52","0.05824"
"82.00","5.46","32.52","0.05931"
"82.50","5.50","32.51","0.06042"
"83.00","5.53","32.50","0.06153"
"83.50","5.56","32.49","0.06264"
"84.00","5.60","32.48","0.06378"
"84.50","5.63","32.47","0.06504"
"85.00","5.66","32.46","0.06617"
"85.50","5.70","32.44","0.06735"
"86.00","5.73","32.42","0.06852"
"86.50","5.76","32.40","0.06969"
"87.00","5.80","32.38","0.07091"
"87.50","5.83","32.36","0.07212"
"88.00","5.86","32.33","0.07346"
"88.50","5.90","32.30","0.07468"
"89.00","5.93","32.28","0.07592"
"89.50","5.96","32.25","0.07716"
"90.00","6.00","32.21","0.07841"
"90.50","6.03","32.18","0.07967"
"91.00","6.06","32.14","0.08093"
"91.50","6.10","32.10","0.08222"
"92.00","6.13","32.06","0.08352"
"92.50","6.16","32.03","0.08490"
"93.00","6.20","31.98","0.08621"
"93.50","6.23","31.93","0.08750"
"94.00","6.26","31.88","0.08882"
"94.50","6.30","31.83","0.09014"
"95.00","6.33","31.78","0.09145"
"95.50","6.36","31.72","0.09278"
"96.00","6.40","31.67","0.09411"
"96.50","6.43","31.62","0.09543"
"97.00","6.46","31.55","0.09682"
"97.50","6.50","31.50","0.09816"
"98.00","6.53","31.44","0.09948"
"98.50","6.56","31.38","0.1008"
"99.00","6.60","31.31","0.1021"
"99.50","6.63","31.24","0.1035"
"100.00","6.66","31.17","0.1048"
"100.50","6.70","31.11","0.1061"
"101.00","6.73","31.04","0.1075"
"101.50","6.76","30.97","0.1088"
"102.00","6.80","30.89","0.1102"
"102.50","6.83","30.82","0.1115"
"103.00","6.86","30.74","0.1129"
"103.50","6.90","30.67","0.1143"
"104.00","6.93","30.58","0.1157"
"104.50","6.96","30.51","0.1170"
"105.00","7.00","30.42","0.1184"
"105.50","7.03","30.33","0.1197"
"106.00","7.06","30.25","0.1211"
"106.50","7.10","30.16","0.1224"
"107.00","7.13","30.07","0.1238"
"107.50","7.16","29.98","0.1252"
"108.00","7.20","29.88","0.1265"
"108.50","7.23","29.79","0.1279"
"109.00","7.26","29.69","0.1292"
"109.50","7.30","29.60","0.1306"
"110.00","7.33","29.49","0.1320"
"110.50","7.36","29.38","0.1334"
"111.00","7.40","29.28","0.1348"
"111.50","7.43","29.16","0.1362"
"112.00","7.46","29.06","0.1375"
"112.50","7.50","28.94","0.1389"
"113.00","7.53","28.83","0.1403"
"113.50","7.56","28.70","0.1417"
"114.00","7.60","28.58","0.1431"
"114.50","7.63","28.45","0.1445"
"115.00","7.66","28.32","0.1459"
"115.50","7.70","28.19","0.1473"
"116.00","7.73","28.04","0.1487"
"116.50","7.76","27.89","0.1501"
"117.00","7.80","27.74","0.1515"
"117.50","7.83","27.57","0.1531"
"118.00","7.86","27.40","0.1545"
"118.50","7.90","27.19","0.1560"
"118.76","7.91","11.55","0.1614"

